"time","ipi_cz","ipi_c1","ipi_c3","ipi_c4","ipi_c5"
1990,96.44,86.88,95.48,93.41,99.63
1990.08333333333,98.99,92.01,103.51,92.72,100.56
1990.16666666667,97.88,91.52,96.54,92.71,100.95
1990.25,97.29,92.53,96.55,90.6,100.09
1990.33333333333,98.25,95.13,98.19,88.63,100.96
1990.41666666667,96.23,91.26,91.6,89.61,100.19
1990.5,96.39,91.46,94.6,88.57,99.68
1990.58333333333,95.71,93.2,93.71,85.01,99.09
1990.66666666667,96.33,89.6,96.81,85.24,100.11
1990.75,96.43,90.64,94.91,86.67,100.39
1990.83333333333,94.5,89.77,90.98,84.79,98.76
1990.91666666667,95.06,90.08,91.96,85.88,99.15
1991,97.13,95.61,94.9,86.66,100.19
1991.08333333333,95.49,94.27,94.86,84.21,98.07
1991.16666666667,95.91,92.75,94.71,85.03,99.23
1991.25,95.17,94.2,92.61,83.8,98.38
1991.33333333333,94.03,91.58,90.74,84.1,97.72
1991.41666666667,95.54,90.9,91.84,85.94,99.69
1991.5,93.75,91.52,89.5,84.25,97.47
1991.58333333333,95.13,91.74,91.44,87.97,98.44
1991.66666666667,95.58,93,90.21,88.36,99.31
1991.75,94.56,91.19,91.33,85.94,98.32
1991.83333333333,95.94,92.55,92.55,87.18,99.47
1991.91666666667,94.85,91.61,85.64,87.44,100.02
1992,95.28,92.1,91.03,87.44,98.96
1992.08333333333,94.66,92.17,87.92,86.95,98.89
1992.16666666667,95.6,92.84,90.64,86.55,99.6
1992.25,94.69,92.95,89.53,84.46,98.74
1992.33333333333,94.95,94.23,90.98,83.86,98.63
1992.41666666667,93.82,93.25,89.53,83.54,97.43
1992.5,93.31,92.21,88.79,82.6,97.14
1992.58333333333,93.62,89.39,89.98,83.87,97.76
1992.66666666667,92.12,90.97,85.41,83.17,96.39
1992.75,92.46,90.52,86.73,83.76,96.5
1992.83333333333,91.97,90.88,87.16,81.98,95.84
1992.91666666667,90.44,91.46,88.23,76.78,93.69
1993,90.64,89.5,86.29,78.06,94.85
1993.08333333333,89.84,90.94,84.02,77.23,93.93
1993.16666666667,89.41,90.7,83.05,75.7,93.87
1993.25,89.4,90.41,85.13,75.84,93.23
1993.33333333333,89.06,88.11,84.45,78.09,92.71
1993.41666666667,88.13,89.61,83.38,73.73,92.04
1993.5,89.61,89.87,85.84,74.14,93.79
1993.58333333333,88.84,90.72,84.69,75.77,92.13
1993.66666666667,89.17,93.68,85.96,71.45,92.52
1993.75,89.68,91.03,89.89,70.98,92.96
1993.83333333333,87.89,90.14,79.83,71.61,93.12
1993.91666666667,88.2,89.14,81.8,71.59,93.3
1994,90.08,90.28,83.93,73.75,95.44
1994.08333333333,89.64,87.98,86.15,74.95,94.16
1994.16666666667,90.21,90.03,84.25,74.63,95.24
1994.25,91.55,88.74,84.9,82.18,96.06
1994.33333333333,92.36,89.11,85.92,80.53,97.63
1994.41666666667,92.7,89.87,89,80.39,97.21
1994.5,93.71,93.16,88.29,83.07,97.78
1994.58333333333,94.24,97.52,86.31,80.52,98.73
1994.66666666667,93.85,91.09,88.25,82.54,98.52
1994.75,95.07,90.96,90.45,84.2,99.69
1994.83333333333,96.56,93.06,91.5,85.21,101.29
1994.91666666667,96.13,92.4,91.05,82.35,101.62
1995,96.35,92.16,91.65,86.19,100.88
1995.08333333333,96.74,92.55,93.36,89.57,100.15
1995.16666666667,96.1,91.13,92.49,86.27,100.39
1995.25,96.38,92.66,94.08,85.02,100.31
1995.33333333333,95.73,93.51,92.23,84.5,99.58
1995.41666666667,96.51,94.35,93,84.23,100.45
1995.5,96.96,92.93,96.15,84.24,100.68
1995.58333333333,96.14,93.19,95.29,84.2,99.37
1995.66666666667,96.75,93.6,96.65,82.72,100.24
1995.75,95.61,94.06,94.89,84.75,98.27
1995.83333333333,94.7,92.85,94.3,84.93,97.06
1995.91666666667,97.06,92.73,99.73,87.13,99.01
1996,95.98,93.74,92.72,88.45,98.73
1996.08333333333,95.3,94.36,94.51,83.5,97.87
