"time","ipi_cz","ipi_c1","ipi_c3","ipi_c4","ipi_c5"
1990,96.56,86.88,95.47,94.39,99.65
1990.08333333333,99.1,92.01,103.52,93.71,100.59
1990.16666666667,98,91.52,96.54,93.73,100.98
1990.25,97.4,92.53,96.55,91.54,100.11
1990.33333333333,98.36,95.13,98.19,89.56,100.99
1990.41666666667,96.34,91.26,91.58,90.51,100.21
1990.5,96.5,91.46,94.61,89.49,99.7
1990.58333333333,95.82,93.19,93.72,85.85,99.11
1990.66666666667,96.43,89.6,96.82,86.03,100.13
1990.75,96.53,90.63,94.92,87.49,100.41
1990.83333333333,94.59,89.77,90.98,85.59,98.79
1990.91666666667,95.15,90.07,91.96,86.62,99.17
1991,97.23,95.61,94.91,87.47,100.21
1991.08333333333,95.58,94.26,94.87,84.96,98.09
1991.16666666667,96,92.74,94.72,85.74,99.25
1991.25,95.26,94.2,92.61,84.58,98.41
1991.33333333333,94.13,91.57,90.74,84.89,97.75
1991.41666666667,95.63,90.9,91.84,86.72,99.71
1991.5,93.85,91.52,89.51,85.06,97.5
1991.58333333333,95.24,91.74,91.45,88.87,98.47
1991.66666666667,95.69,92.99,90.23,89.24,99.33
1991.75,94.67,91.19,91.34,86.83,98.34
1991.83333333333,96.04,92.54,92.56,88.01,99.49
1991.91666666667,94.97,91.6,85.64,88.32,100.04
1992,95.39,92.09,91.02,88.36,98.98
1992.08333333333,94.77,92.16,87.91,87.84,98.92
1992.16666666667,95.71,92.84,90.63,87.44,99.62
1992.25,94.8,92.95,89.53,85.34,98.77
1992.33333333333,95.05,94.23,90.98,84.67,98.65
1992.41666666667,93.92,93.25,89.53,84.39,97.45
1992.5,93.4,92.21,88.78,83.39,97.17
1992.58333333333,93.71,89.39,89.98,84.68,97.79
1992.66666666667,92.23,90.96,85.4,84.04,96.41
1992.75,92.57,90.52,86.72,84.64,96.52
1992.83333333333,92.06,90.88,87.16,82.76,95.86
1992.91666666667,90.51,91.46,88.23,77.44,93.71
