"time","ica_cz","ica_c1","ica_c3","ica_c4","ica_c5"
2012,92.5320359945249,84.2254339702767,91.5903356520944,98.9489970132356,88.8869491295746
2012.08333333333,92.3926133343572,84.3423321431804,91.3446350902584,99.0032117119729,88.8006152235508
2012.16666666667,92.2830517925807,84.5683210338297,91.0391615300888,98.8772790695251,88.7399648836426
2012.25,92.1887237761533,84.7794697415787,90.7268763126703,98.7424065390866,88.6930340968805
2012.33333333333,92.1388066309618,84.9819521436411,90.4648300020113,98.5341720752156,88.6648789478648
2012.41666666667,92.0940133282429,85.1633899612754,90.3103859165877,98.1568770627235,88.5639623281252
2012.5,91.9929459395094,85.3611973088831,90.2843373422243,97.527302333889,88.3157233865206
2012.58333333333,91.8395058347225,85.6214235532269,90.3756019290307,96.7469278399619,87.9947791140748
2012.66666666667,91.6296052631579,85.9350815670398,90.4926035960943,95.8633555608478,87.6875994284353
2012.75,91.4324702310074,86.2538562753036,90.5615491783758,95.3499660633484,87.4390313169802
2012.83333333333,91.3300797809002,86.5069653488926,90.5543522267206,95.6386996904025,87.2543772326744
2012.91666666667,91.3587687544654,86.6855578709216,90.5073457966182,96.5628090021434,87.1348779471303
2013,91.4672999523696,86.7708490116694,90.4754518933079,97.535899023577,87.0732489878543
2013.08333333333,91.608806263396,86.7967956656347,90.4930971659919,98.4056233627054,87.0200922838771
2013.16666666667,91.6853721124077,86.8255394141462,90.5173618718743,98.8679786854013,86.9370367944749
2013.25,91.631689688021,86.8501929030722,90.4990414384377,98.7978893784234,86.8334901166944
2013.33333333333,91.4646344367707,86.8798862824482,90.3899374851155,98.3087151702786,86.7540378661586
2013.41666666667,91.2925952607764,86.8764967849488,90.2539813050726,97.9938741366992,86.7378113836628
2013.5,91.149629078352,86.8568867587521,90.1287544653489,97.8229286734937,86.8257870921648
2013.58333333333,91.050334603477,86.8052482733984,89.9678310311979,97.8282120743034,86.9347493450822
2013.66666666667,91.0325095260776,86.8162907835199,89.7946397951893,97.927955465587,87.0714586806382
2013.75,91.0638640152417,86.8627411288402,89.6021326506311,97.9553363896166,87.202919147416
2013.83333333333,91.1235835913313,86.9496469397476,89.4251274112884,97.7745171469397,87.3367527982853
2013.91666666667,91.1368421052632,87.0330739461777,89.2155025005954,97.5922023100738,87.3653238866397
2014,91.1276512264825,87.1496665872827,88.9599202190998,97.7450172660157,87.2838098356752
2014.08333333333,91.1426422957847,87.2954054536795,88.720334603477,98.4431191950464,87.1277030245297
2014.16666666667,91.1347058823529,87.3885139318885,88.5835895451298,99.2085663253155,86.9702679209336
2014.25,91.0780423910455,87.4340277447011,88.5840974041438,99.6117295784711,86.8616581328888
2014.33333333333,90.9968897356514,87.4632608954513,88.6571028816385,99.5020629911884,86.8541343176947
2014.41666666667,90.847947725649,87.4294052155275,88.7093784234342,98.8696826625387,86.8688122171946
2014.5,90.6318677065968,87.3134085496547,88.6916801619433,98.0052786377709,86.8257293403191
2014.58333333333,90.3632519647535,87.1427988806859,88.6531561085973,97.1827947130269,86.7151464634437
2014.66666666667,90.0621904024768,86.9702923315075,88.5455656108597,96.7816116932603,86.5567325553703
2014.75,89.8401035960943,86.8549803524649,88.3845379852346,97.387733984282,86.3448922362467
2014.83333333333,89.7636859966659,86.8363396046678,88.2160252441057,99.0273124553465,86.1475702548226
2014.91666666667,89.8285538223386,86.8813372231484,88.1890729935699,100.96387056442,86.0334508216242
2015,90.0866456299119,86.9798279352227,88.4277494641581,102.967735770422,86.0929745177423
2015.08333333333,90.4511770659681,87.0955352464873,88.927060609669,104.745220885925,86.2471052631579
2015.16666666667,90.833109073589,87.1799648725887,89.5616873065016,106.343471064539,86.3919331983806
2015.25,91.1335728744939,87.1946409859491,90.1431840914504,107.760607882829,86.4667718504406
2015.33333333333,91.2258376994522,87.1457507739938,90.589270064301,108.48064658252,86.4666378899738
2015.41666666667,91.1384097404144,87.1037758990236,90.8189634436771,108.647255894261,86.4471546796856
2015.5,90.938148964039,87.0875434627292,90.7840884734461,108.445859133127,86.4407722076685
2015.58333333333,90.6850351274113,87.0840569183139,90.6015914503453,108.04201655156,86.4257948321029
2015.66666666667,90.4820909740414,87.1242468444868,90.5036984996428,107.497432722077,86.4740140509645
2015.75,90.3376256251488,87.2132597046916,90.5907370802572,106.894735055966,86.574923195999
2015.83333333333,90.2402238628245,87.2825023815194,90.7881453917599,106.629868421053,86.6606025244106
2015.91666666667,90.120746010955,87.2713634198619,90.9964795189331,106.621818885449,86.66459692784
2016,89.9289866634913,87.1111038342463,91.0895635865682,106.963834841629,86.5121927839962
2016.08333333333,89.6280531078828,86.8103542510121,91.0334347463682,107.356472969755,86.1722076684925
2016.16666666667,89.3726601571803,86.5055304834484,90.8113842581567,108.2207239819,85.7237526792093
2016.25,89.2849583234103,86.3238300785901,90.5241861157418,109.465841271731,85.320350678733
2016.33333333333,89.3422725648964,86.3427572040962,90.1740985949036,110.623939628483,85.0142349368897
2016.41666666667,89.5328661586092,86.685693617528,89.9338937842343,111.024956537271,84.9296219337938
2016.5,89.923350797809,87.2888586568231,89.9230572755418,111.25919266492,85.1133180519171
2016.58333333333,90.5195034532031,87.9511258633008,90.1404536794475,112.049955941891,85.5123154322458
2016.66666666667,91.1937044534413,88.4647535127411,90.5010764467731,113.148082876875,85.9977018337699
2016.75,91.9865069064063,88.7175113122172,90.9936163372231,115.104465348893,86.5273082876875
2016.83333333333,92.8466867111217,88.7824690402477,91.5345760895451,117.586512860205,87.0819468921172
2016.91666666667,93.7030906168135,88.8649869016432,92.053310311979,120.0520153608,87.6438806858776
2017,94.4413985472732,89.0843921171708,92.496649202191,121.733863419862,88.2346624196237
2017.08333333333,95.0271147892355,89.4723231721838,92.916737913789,122.357417242201,88.9101982614908
2017.16666666667,95.4219242676828,89.9668730650155,93.383894974994,122.047638723506,89.6125535841867
2017.25,95.6276393188854,90.4964092641105,93.9267551798047,121.031190164325,90.2596981424148
2017.33333333333,95.7540235770421,90.9876649202191,94.5278828292451,119.973696713503,90.7827845915694
2017.41666666667,95.906149083115,91.3740503691355,95.1152393427006,119.418904501072,91.1425464396285
2017.5,96.176383067397,91.6481162181472,95.6637878066206,119.624509407002,91.3652637532746
2017.58333333333,96.7210681114551,91.8452214813051,96.2104894022386,120.848890807335,91.6505417956656
2017.66666666667,97.5098928316266,91.9517801857585,96.6388038818766,123.108283519886,92.0419064062872
2017.75,98.2708156703977,91.9624261728983,96.8391444391522,125.377086806382,92.4437235055966
2017.83333333333,98.8014908311503,91.8926619433198,96.7414378423434,126.890381043105,92.7607323172184
2017.91666666667,99.0327941176471,91.8145879971422,96.3477720885925,127.528383543701,92.9188098356752
2018,98.940395332222,91.8379096213384,95.764028340081,126.803501428912,92.9103941414622
2018.08333333333,98.6203572279114,91.9568361514646,95.1834502262443,124.889841628959,92.8095695403667
2018.16666666667,98.2830013098357,92.0993802095737,94.8641712312455,122.638914622529,92.7379768992617
2018.25,98.1121802810193,92.1435228625863,94.9807561324125,120.891296737318,92.7742825672779
2018.33333333333,98.2281662300548,92.0966718266254,95.5318331745654,120.131921886163,92.9721826625387
2018.41666666667,98.6168373422243,92.0213919980948,96.3985460824006,120.507093355561,93.2662562514885
2018.5,99.1917867349369,92.0349333174565,97.2928423434151,121.846488449631,93.6063098356752
2018.58333333333,99.7818010240534,92.2537699452251,97.9855298880686,123.335834722553,93.9658722314837
2018.66666666667,100.39246010955,92.7187288640152,98.4097052869731,124.966609907121,94.3660972850679
2018.75,100.991364610622,93.2166551559895,98.6234490354846,126.703530602524,94.8092766134794
2018.83333333333,101.448124553465,93.6140104786854,98.8197451774232,128.098796141939,95.176633126935
2018.91666666667,101.87177244582,93.8879632055251,99.2378101929031,129.720532269588,95.4238288878304
2019,102.240224458204,94.0347130269112,99.9082841152655,131.526023457966,95.5201363419862
2019.08333333333,102.414518337699,94.1412318409145,100.594567754227,132.688859847583,95.4523172183853
2019.16666666667,102.447146344368,94.2881245534651,101.0770951417,133.350850797809,95.3024773755656
2019.25,102.366359847583,94.4806483686592,101.203029888069,133.722703619909,95.1054268873541
