"time","bc_fr","ec_fr"
2012,94.1942842359051,98.3796195875836
2012.08333333333,94.4221072628149,97.8572338379065
2012.16666666667,94.4261191507085,97.1789091049946
2012.25,94.1347600052802,96.2770484903752
2012.33333333333,93.4380180431084,95.2119842794783
2012.41666666667,92.2158948646402,94.0952176114705
2012.5,90.6361276494404,92.9735710883544
2012.58333333333,89.1045487020719,92.0200345320314
2012.66666666667,88.0562514884496,91.3474696356275
2012.75,87.6033877113599,90.9207430340557
2012.83333333333,87.4789652298166,90.5844129554656
2012.91666666667,87.3551798047154,90.1163193617528
2013,87.0775244105739,89.444802333889
2013.08333333333,86.5510776375327,88.623612764944
2013.16666666667,85.8857466063348,87.8371576565849
2013.25,85.5077756608716,87.2708680638247
2013.33333333333,85.8955882352941,87.2054953560372
2013.41666666667,87.2603655632293,87.7623243629436
2013.5,89.3134377232674,88.8709097404144
2013.58333333333,91.5439211717076,90.2452964991665
2013.66666666667,93.4233686592046,91.493290069064
2013.75,94.6398844963086,92.417891164563
2013.83333333333,95.2396582519647,93.0301381281257
2013.91666666667,95.4613479399857,93.5448559180757
2014,95.5569778518695,94.0966480114313
2014.08333333333,95.7114967849488,94.656983805668
2014.16666666667,95.9166110978804,95.1472969754703
2014.25,95.961681352703,95.4498452012384
2014.33333333333,95.6104191474161,95.4526315789474
2014.41666666667,94.8937723267445,95.1116575375089
2014.5,94.0045367944749,94.591253869969
2014.58333333333,93.2094010478685,94.0338771135985
2014.66666666667,92.7169385567992,93.6260716837342
2014.75,92.6614789235532,93.4468742557752
2014.83333333333,93.0466658728269,93.4688556799238
2014.91666666667,93.805834722553,93.6164205763277
2015,94.8314122410098,93.9214039056918
2015.08333333333,95.975750178614,94.431346749226
2015.16666666667,97.1763098356752,95.1746546796856
2015.25,98.3962848297214,96.1361157418433
2015.33333333333,99.5917897118362,97.1542331507502
2015.41666666667,100.70919266492,98.1033281733746
2015.5,101.590206001429,98.8765658490117
2015.58333333333,102.20971659919,99.4651940938319
2015.66666666667,102.598374613003,99.9329661824244
2015.75,102.838360323887,100.272469635628
2015.83333333333,102.949011669445,100.45491783758
2015.91666666667,103.001119314122,100.474892831627
2016,103.043069778519,100.330269111693
2016.08333333333,103.110377470826,100.161097880448
2016.16666666667,103.206698023339,100.113646106216
2016.25,103.29754108121,100.33459752322
2016.33333333333,103.388818766373,100.906239580853
2016.41666666667,103.415027387473,101.750267920934
2016.5,103.408204334365,102.707543462729
2016.58333333333,103.449392712551,103.664098594904
2016.66666666667,103.615182186235,104.410222672065
2016.75,104.013521076447,104.914170040486
2016.83333333333,104.641801619433,105.249243867588
2016.91666666667,105.39713622291,105.516313407954
2017,106.110288163849,105.805781138366
2017.08333333333,106.712115979995,106.182204096213
2017.16666666667,107.191795665635,106.560931174089
2017.25,107.65705525125,106.874690402477
2017.33333333333,108.191236008573,107.022850678733
2017.41666666667,108.831311026435,106.998392474399
2017.5,109.581358656823,106.842855441772
2017.58333333333,110.378488925935,106.708013812813
2017.66666666667,111.144701119314,106.772165991903
2017.75,111.787729221243,107.141081209812
2017.83333333333,112.279221243153,107.717402953084
2017.91666666667,112.550690640629,108.425958561562
2018,112.548755656109,109.152369611812
2018.08333333333,112.236216956418,109.767468444868
2018.16666666667,111.629018814003,110.181977851869
2018.25,110.826101452727,110.300779947607
2018.33333333333,109.955775184568,110.115682305311
2018.41666666667,109.181340795427,109.634127173136
2018.5,108.505924029531,108.916319361753
2018.58333333333,107.862806620624,108.013086449155
2018.66666666667,107.195367944749,107.08971778995
2018.75,106.482859014051,106.368212669683
2018.83333333333,105.800946653965,106.06185401286
2018.91666666667,105.313259109312,106.190229816623
2019,105.191355084544,106.627744701119
2019.08333333333,105.451649202191,107.178113836628
2019.16666666667,105.954423672303,107.650643010241
2019.25,106.481930221481,107.886312217195
2019.33333333333,106.841057394618,107.850500119076
2019.41666666667,106.959150988331,107.628203143606
2019.5,106.878994998809,107.446350321505
2019.58333333333,106.785657299357,107.381055013098
2019.66666666667,106.99249821386,107.525142891165
2019.75,108.289789235532,108.735597761372
2019.83333333333,109.380507263634,109.886216956418
2019.91666666667,107.630501309836,108.431043105501
2020,101.670231007383,102.553161467016
2020.08333333333,92.3746606334842,92.3886282448202
2020.16666666667,82.4984043819957,80.4172898309121
2020.25,75.33084663015,70.351137175518
2020.33333333333,73.3325672779233,65.5317158847345
2020.41666666667,76.3113717551798,67.0298344844011
2020.5,82.1412181471779,73.2572517266016
2020.58333333333,87.9475768040009,80.9775005953799
2020.66666666667,91.1614729697547,86.6086091926649
2020.75,91.209258156704,88.2730292926888
2020.83333333333,89.6607406525363,86.8473207906644
2020.91666666667,89.2047630388188,85.2520897832817
2021,90.6634972612527,84.9793760419147
2021.08333333333,93.8667301738509,86.684895213146
2021.16666666667,98.2679566563468,90.2954512979281
2021.25,102.924613003096,94.865616813527
2021.33333333333,107.061621814718,99.4326684924982
2021.41666666667,110.399910693022,103.457591093117
2021.5,112.829179566563,106.677953084068
2021.58333333333,113.795326268159,108.780709692784
2021.66666666667,113.727262443439,109.915348892593
2021.75,113.260704929745,110.611586091927
2021.83333333333,112.709174803525,111.221511074065
2021.91666666667,112.182978090021,111.946749226006
2022,111.341539652298,112.495510835913
2022.08333333333,110.112997142177,112.682638723506
2022.16666666667,108.730197666111,112.518581805192
2022.25,107.390777566087,112.079161705168
2022.33333333333,106.139664205763,111.45233984282
2022.41666666667,104.980400095261,110.617230292927
2022.5,104.029203381758,109.775517980472
2022.58333333333,103.410258394856,109.23560371517
