"time","ica_cz","ica_c1","ica_c3","ica_c4","ica_c5"
2012,92.4853921568628,84.3199346405229,91.4269117647059,98.9904248366013,88.8508496732026
2012.08333333333,92.327625,84.4054,91.23475,98.7971375,88.747175
2012.16666666667,92.2727243589744,84.5755448717949,90.9797008547008,98.7531303418804,88.7474893162393
2012.25,92.2182352941176,84.7670588235294,90.7413659022931,98.6780658025922,88.7056729810568
2012.33333333333,92.2218085106383,84.9631334622824,90.5930367504836,98.7185976789168,88.6882301740813
2012.41666666667,92.0584615384615,85.1142259006816,90.3858227848101,97.98858812074,88.4785491723466
2012.5,91.94694,85.37513,90.33127,97.43155,88.24427
2012.58333333333,91.85094,85.68649,90.39551,96.72541,88.0436
2012.66666666667,91.66119,85.92192,90.48978,96.15938,87.72441
2012.75,91.47359,86.24182,90.52776,95.7268,87.441
2012.83333333333,91.36333,86.40049,90.49118,95.97535,87.24824
2012.91666666667,91.46268,86.69434,90.54167,96.69071,87.21011
2013,91.48653,86.74183,90.50942,97.41644,87.08065
2013.08333333333,91.55291,86.75627,90.49641,98.19823,86.98226
2013.16666666667,91.61427,86.81456,90.45378,98.65001,86.89112
2013.25,91.61128,86.88429,90.47195,98.61719,86.8808
2013.33333333333,91.46556,86.88084,90.39148,98.2735,86.80668
2013.41666666667,91.29226,86.80542,90.2258,98.1402,86.73918
2013.5,91.18393,86.88614,90.1272,97.93577,86.83566
2013.58333333333,91.11882,86.84894,89.94394,97.90938,86.96867
2013.66666666667,91.06846,86.85812,89.78966,97.81651,87.06829
2013.75,91.05177,86.8583,89.59464,97.88326,87.15761
2013.83333333333,91.15317,86.96062,89.42823,97.94406,87.31242
2013.91666666667,91.11131,87.07228,89.19032,97.58856,87.32018
2014,91.12954,87.16693,88.95506,97.98299,87.21352
2014.08333333333,91.15831,87.26934,88.76921,98.70025,87.12082
2014.16666666667,91.11908,87.33608,88.67747,99.0342,87.00045
2014.25,91.03675,87.45645,88.64716,99.04199,86.93017
2014.33333333333,90.97903,87.44303,88.60374,99.4078,86.83216
2014.41666666667,90.84139,87.37595,88.68217,98.94473,86.83114
2014.5,90.59407,87.26962,88.6807,97.97003,86.7773
2014.58333333333,90.37702,87.1764,88.67656,97.28024,86.71707
2014.66666666667,90.08617,86.99461,88.47663,97.36203,86.50641
2014.75,89.9532,86.90827,88.37581,98.13231,86.32299
2014.83333333333,89.89201,86.87756,88.32618,99.37522,86.21203
2014.91666666667,89.86559,86.89241,88.33104,100.56608,86.10369
2015,90.17022,87.01545,88.57405,102.95065,86.14563
2015.08333333333,90.53512,87.09107,88.97135,105.07155,86.25304
2015.16666666667,90.73608,87.10393,89.56075,105.92335,86.321
