"time","ica_cz","ica_c1","ica_c3","ica_c4","ica_c5"
2012,92.24373,84.44392,90.99097,98.74629,88.68064
2012.08333333333,92.27474,84.5608,91.05177,98.63741,88.71853
2012.16666666667,92.16128,84.55339,90.83551,98.60297,88.64223
2012.25,92.21123,84.79102,90.73103,98.66453,88.70432
2012.33333333333,92.49855,85.22413,90.86703,99.03828,88.96284
2012.41666666667,92.05694,85.12199,90.38614,98.00201,88.4878
2012.5,91.94506,85.38377,90.33067,97.44343,88.25226
2012.58333333333,91.84958,85.69582,90.39384,96.73677,88.05186
2012.66666666667,91.66052,85.93161,90.4875,96.17005,87.73301
2012.75,91.47328,86.25189,90.5245,95.73711,87.44966
2012.83333333333,91.3634,86.41076,90.48745,95.98528,87.25684
2012.91666666667,91.46295,86.70461,90.53716,96.70044,87.21837
2013,91.48653,86.7519,90.50453,97.42644,87.08837
2013.08333333333,91.55291,86.76623,90.49083,98.20823,86.98971
2013.16666666667,91.61427,86.82423,90.44797,98.66001,86.8984
2013.25,91.61128,86.89269,90.46598,98.62719,86.88825
2013.33333333333,91.46556,86.88825,90.38576,98.2835,86.8144
2013.41666666667,91.29226,86.81122,90.22149,98.14993,86.74771
2013.5,91.18393,86.89071,90.1235,97.9457,86.84433
2013.58333333333,91.11882,86.85279,89.94115,97.91969,86.97729
2013.66666666667,91.06846,86.86224,89.78772,97.82718,87.07629
2013.75,91.05177,86.86321,89.59344,97.89462,87.16447
2013.83333333333,91.15317,86.96618,89.42717,97.95567,87.31766
2013.91666666667,91.11131,87.07898,89.18901,97.60073,87.32372
2014,91.12954,87.17337,88.95248,97.99518,87.21637
2014.08333333333,91.15831,87.27546,88.76506,98.71228,87.12358
2014.16666666667,91.11908,87.34125,88.67159,99.04623,87.00354
2014.25,91.03675,87.46104,88.6398,99.05418,86.93414
2014.33333333333,90.97903,87.44845,88.59638,99.41997,86.83792
2014.41666666667,90.84139,87.38175,88.67602,98.95634,86.83771
2014.5,90.59407,87.27645,88.67648,97.98139,86.78451
2014.58333333333,90.37702,87.18413,88.67429,97.29064,86.72486
2014.66666666667,90.08617,87.00292,88.47626,97.372,86.51514
2014.75,89.9532,86.91635,88.37591,98.14248,86.33197
2014.83333333333,89.89201,86.88539,88.32621,99.38566,86.22105
2014.91666666667,89.86559,86.9008,88.33064,100.57777,86.11298
2015,90.17022,87.02409,88.57296,102.96386,86.15441
2015.08333333333,90.53539,87.1004,88.96954,105.08631,86.26112
2015.16666666667,90.73615,87.11362,89.55847,105.93974,86.32809
2015.25,91.04377,87.19836,90.0331,107.41665,86.44568
2015.33333333333,91.13051,87.16667,90.49161,108.05856,86.47805
2015.41666666667,91.1015,87.10458,90.66357,108.74733,86.44817
2015.5,90.91623,87.12289,90.68519,108.24025,86.44034
2015.58333333333,90.67779,87.09962,90.60743,107.87765,86.4339
2015.66666666667,90.52419,87.14984,90.61155,107.47972,86.52885
2015.75,90.38571,87.2267,90.65884,107.19318,86.56318
2015.83333333333,90.24956,87.26056,90.75258,106.93837,86.60308
2015.91666666667,90.03589,87.17095,90.91647,106.47119,86.57449
2016,89.93815,87.07387,91.00975,107.33866,86.43052
2016.08333333333,89.6606,86.82404,90.99514,107.56072,86.1241
2016.16666666667,89.44003,86.58822,90.70697,108.36667,85.71567
2016.25,89.43056,86.45564,90.50354,109.62123,85.42457
2016.33333333333,89.41337,86.49609,90.22764,110.32657,85.11614
2016.41666666667,89.61799,86.85151,90.08068,110.72559,85.07695
2016.5,90.07065,87.37188,90.03349,111.59657,85.25829
2016.58333333333,90.62806,87.85562,90.20219,112.7582,85.56146
2016.66666666667,91.19585,88.33673,90.59615,113.05307,86.04571
2016.75,92.04915,88.65235,91.01447,115.50806,86.53429
