"time","bc_serv","bc_transports","bc_heb","bc_info","bc_immp","bc_actspec","bc_servadm"
2012,93.0300576603798,92.760606814381,100.447999777079,90.1632373131663,100.270597157465,95.6357186726206,93.6637445403819
2012.08333333333,93.1474315755151,93.1450429560712,100.10737986424,90.6673037137922,99.2936287388029,95.8157199897352,93.8569307079897
2012.16666666667,93.0026811734216,93.4196438932918,99.5768210926706,91.0097641364647,98.2189062244736,95.6990510633451,93.8787481652301
2012.25,92.5950655653521,93.4593050953094,98.7941333058745,91.1450456206208,97.159703659888,95.2696302224149,93.644566006857
2012.33333333333,91.828476216964,93.0761227755171,97.629373175217,90.910239841303,96.1501312622892,94.4169306695342,93.110539874618
2012.41666666667,90.6460132434021,92.1741582806139,95.8727518188619,90.1136297824123,95.0247729223218,92.9775248592351,92.4288590255789
2012.5,89.1415217909026,90.9406227673255,93.6712669683258,88.636181233627,93.966230054775,91.1544117647059,91.8101274112884
2012.58333333333,87.6985532269588,89.6396999285544,91.500386996904,86.7998094784473,93.117891164563,89.5029471302691,91.4528637770898
2012.66666666667,86.7607346987378,88.7188378185282,89.9592164801143,85.174100976423,92.4876875446535,88.5438378185282,91.4532507739938
2012.75,86.4411467015956,88.4540962133841,89.2572993569898,84.1553465110741,92.1676172898309,88.3793760419147,91.5389259347464
2012.83333333333,86.4489164086687,88.6983924743987,89.2060311979043,83.7812991188378,92.0332638723506,88.6169921409859,91.1993688973565
2012.91666666667,86.3946713503215,89.0824779709455,89.2982317218385,83.8165217909026,91.9098892593475,88.821951655156,90.1942843534175
2013,86.1269409383187,89.3260657299357,89.1222969754703,84.0642950702548,91.6391700404858,88.7134615384615,88.8366099071207
2013.08333333333,85.6026077637533,89.1520659680876,88.6292926887354,84.3063288878304,91.2960228625863,88.0672838771136,87.4429149797571
2013.16666666667,84.9165991902834,88.6288461538462,87.8693200762086,84.35318528221,90.9979697547035,87.0906882591093,86.5128840200048
2013.25,84.4475053584187,88.007233865206,87.1232198142415,84.2009049773756,90.8430578709216,86.2827935222672,86.4901762324363
2013.33333333333,84.5591390807335,87.7677065968088,86.8303286496785,83.9680578709216,91.0722791140748,86.1234936889736,87.590366753989
2013.41666666667,85.4879911883782,88.2819599904739,87.1883126934985,84.002536318171,91.8143903310312,86.8836151464635,89.5693677065968
2013.5,87.0602583948559,89.6491902834008,88.1229518933079,84.5038997380329,92.7817992379138,88.3159740414384,91.8245832341033
2013.58333333333,88.80939509407,91.7028340080972,89.2931888544892,85.3713026911169,93.7353060252441,89.9117289830912,93.7697547035008
2013.66666666667,90.2679447487497,93.9482674446297,90.3514705882353,86.2733269826149,94.6749404620147,91.2671767087402,95.0061264586806
2013.75,91.2257263634199,95.8081626577757,91.0896999285544,86.9433257918552,95.4556442010002,92.1769707073113,95.6229459395094
2013.83333333333,91.7625922838771,97.1207668492498,91.6203500833532,87.3065908549655,96.1053286496785,92.6900631102643,96.0130626339605
2013.91666666667,92.0220469159324,97.9393605620386,91.9489164086687,87.4424565372708,96.5903072160038,92.9898249583234,96.3828232912598
2014,92.136669445106,98.3086627768516,92.1827101690879,87.4264884496309,96.9332281495594,93.2794415336985,96.6629792807811
2014.08333333333,92.2525005953799,98.4531078828292,92.2983984281972,87.4058109073589,97.1488925934746,93.7349666587283,96.8356394379614
2014.16666666667,92.4248690164325,98.4563050726363,92.467254108121,87.492527982853,97.2449809478447,94.2840140509645,96.8847880447725
2014.25,92.5381162181472,98.3273517504168,92.7953262681591,87.5935520361991,97.1008335317933,94.6511609907121,96.7246070492975
2014.33333333333,92.4491069302215,98.0044355799,93.2193200762086,87.5470111931412,96.676649202191,94.6770540604906,96.3657180281019
2014.41666666667,92.1731781376518,97.5057335079781,93.6092105263158,87.3297809002143,96.1113122171946,94.3001845677542,95.9360859728507
2014.5,91.7941950464396,96.9891462252917,93.9536437246964,87.0413134079543,95.5709573708026,93.5676768278161,95.6622886401524
2014.58333333333,91.4425398904501,96.530197666111,94.2646106215766,86.9319183138843,95.11701595618,92.6911705167897,95.5391224100976
2014.66666666667,91.153036437247,96.1802036199095,94.4670576327697,87.1244939271255,94.7988866396761,91.8480769230769,95.3077756608716
2014.75,90.9451000238152,95.7741486068112,94.510794236723,87.6350857346987,94.6870028578233,91.153036437247,94.8223029292689
2014.83333333333,90.8228209097404,95.241105025006,94.3603596094308,88.312068349607,94.8183555608478,90.66701595618,94.0996368182901
2014.91666666667,90.8460883543701,94.613205525125,94.1502262443439,89.047975708502,95.1928375803763,90.3799118837819,93.3873303167421
2015,91.1269766611098,94.1642474398666,94.1084008097166,89.8450881162182,95.832108835437,90.2842938794951,92.9753155513217
2015.08333333333,91.7144855918076,94.1543522267206,94.3066861157419,90.6082936413432,96.5201655155989,90.4782150512027,93.0480471540843
2015.16666666667,92.6416646820672,94.7383662776852,94.8068409145034,91.3328828292451,97.2536199095022,91.0684805906168,93.7250893069778
2015.25,93.8253810431055,95.971826625387,95.4343534174804,91.9927720885925,98.0050964515361,92.0501667063587,94.9092760180996
2015.33333333333,95.1107763753275,97.5948440104787,95.9477613717552,92.58616932603,98.7625863300786,93.3300071445582,96.4019230769231
2015.41666666667,96.3612764944034,99.2785544177185,96.4143367468445,93.1610740652536,99.5518635389378,94.780447725649,97.9598475827578
2015.5,97.3603774708264,100.547201714694,96.6443974755894,93.7343653250774,100.419951178852,96.2399618956894,99.310157180281
2015.58333333333,98.0134020004763,101.207960228626,96.5767682781615,94.3198618718743,101.25959752322,97.5075196475351,100.318599666587
