"time","bc_comd","compre","ossk","tcapa","tcapre"
2012,91.3469,-16.5411,18.9989,-15.2303,-10.9757
2012.08333333333,91.8348,-16.2922,18.8192,-14.6108,-10.3183
2012.16666666667,92.262,-15.9237,18.4151,-13.9068,-9.5371
2012.25,92.8076,-15.4806,17.6265,-13.5304,-8.6537
2012.33333333333,92.7878,-15.491,16.8049,-14.4879,-8.9524
2012.41666666667,91.9861,-15.4238,15.2475,-15.1982,-9.5736
2012.5,91.0231,-15.7835,13.8165,-16.4045,-10.767
2012.58333333333,89.5922,-16.9367,12.7212,-17.3701,-12.4254
2012.66666666667,88.2498,-18.0953,12.0276,-18.5493,-14.0006
2012.75,87.639,-18.6674,11.4694,-19.355,-14.7127
2012.83333333333,87.307,-19.185,10.9993,-19.9982,-15.5832
2012.91666666667,87.1298,-19.4359,10.5863,-21.2559,-16.6162
2013,86.9492,-19.4183,10.0758,-22.9461,-17.5742
2013.08333333333,86.5814,-19.3506,9.809,-25.3209,-18.7791
2013.16666666667,85.9726,-19.6746,9.4977,-26.7692,-19.8937
2013.25,85.6805,-19.6908,9.5947,-27.8976,-19.9798
2013.33333333333,85.8519,-19.6376,9.6743,-27.4559,-19.2189
2013.41666666667,87.0552,-18.6047,9.7207,-25.5446,-17.4768
2013.5,88.9576,-17.1207,9.5189,-22.7161,-14.612
2013.58333333333,91.1692,-15.5413,9.2484,-19.0167,-11.854
2013.66666666667,93.2538,-13.9314,9.0408,-15.7262,-9.6503
2013.75,94.5315,-13.15,8.92,-13.0461,-8.5034
2013.83333333333,95.0673,-12.97,8.9188,-12.0091,-8.6068
2013.91666666667,95.3044,-12.9903,8.7439,-12.0041,-8.8647
2014,95.4283,-12.8655,8.3334,-12.8026,-9.752
2014.08333333333,95.5895,-12.6928,7.7466,-13.8502,-10.1066
2014.16666666667,96.0012,-12.0619,6.769,-14.4116,-10.0351
2014.25,96.2069,-11.6716,5.9479,-14.9556,-9.734
2014.33333333333,95.9124,-11.8763,5.5942,-15.1959,-9.914
2014.41666666667,95.0028,-12.558,5.3042,-15.7533,-10.7852
2014.5,93.7264,-13.6695,5.716,-16.8026,-11.1705
2014.58333333333,92.3841,-14.8355,6.688,-18.453,-12.0331
2014.66666666667,91.8337,-15.1739,7.8562,-19.2295,-12.1108
2014.75,92.2568,-14.677,9.421,-18.5644,-10.9818
2014.83333333333,93.9973,-12.9158,10.7407,-16.308,-9.0127
2014.91666666667,96.4605,-10.6154,11.2842,-12.9464,-6.5515
2015,99.3056,-7.8839,10.9804,-9.8357,-4.0801
2015.08333333333,101.9216,-5.4711,10.0979,-7.0553,-1.5158
2015.16666666667,103.79,-3.8377,8.7433,-5.057,0.1694
