"time","bc_fr","ec_fr"
2012,93.9362745098039,97.8035947712418
2012.08333333333,94.21375,97.477625
2012.16666666667,94.2900641025641,97.0135683760684
2012.25,94.0520438683948,96.2756729810568
2012.33333333333,93.242746615087,95.3106382978723
2012.41666666667,92.0612463485881,94.2371957156767
2012.5,90.7019,93.0287
2012.58333333333,89.4111,92.2099
2012.66666666667,88.3438,91.477
2012.75,87.7514,90.9538
2012.83333333333,87.5298,90.5643
2012.91666666667,87.3042,90.0167
2013,86.9947,89.4144
2013.08333333333,86.5238,88.6882
2013.16666666667,86.0369,88.0294
2013.25,85.9525,87.5177
2013.33333333333,86.4389,87.5825
2013.41666666667,87.6554,88.125
2013.5,89.4,89.0097
2013.58333333333,91.3358,90.2514
2013.66666666667,93.109,91.3226
2013.75,94.3073,92.2878
2013.83333333333,95,93.0109
2013.91666666667,95.3402,93.5751
2014,95.5812,94.0816
2014.08333333333,95.7035,94.61
2014.16666666667,95.7966,95.0389
2014.25,95.7509,95.2738
2014.33333333333,95.4056,95.2997
2014.41666666667,94.8082,94.9816
2014.5,94.0702,94.5985
2014.58333333333,93.3944,94.1418
2014.66666666667,92.9559,93.7816
2014.75,92.9054,93.557
2014.83333333333,93.2916,93.5782
2014.91666666667,93.9729,93.7502
2015,94.919,94.0475
2015.08333333333,95.9961,94.6203
2015.16666666667,97.2094,95.3205
2015.25,98.3978,96.2534
2015.33333333333,99.5035,97.1133
2015.41666666667,100.6111,98.0566
2015.5,101.4092,98.8077
2015.58333333333,102.0719,99.3896
2015.66666666667,102.5087,99.8786
2015.75,102.7735,100.1785
2015.83333333333,102.8819,100.3644
2015.91666666667,102.9737,100.4176
2016,103.0764,100.3247
2016.08333333333,103.1036,100.2479
2016.16666666667,103.2345,100.302
2016.25,103.2611,100.5177
2016.33333333333,103.4275,101.0939
2016.41666666667,103.4374,101.8192
2016.5,103.4498,102.7283
2016.58333333333,103.5519,103.5829
2016.66666666667,103.7959,104.3091
2016.75,104.1705,104.7977
2016.83333333333,104.6907,105.2482
2016.91666666667,105.4177,105.542
2017,106.06,105.8313
2017.08333333333,106.6763,106.2058
2017.16666666667,107.1788,106.5377
2017.25,107.7408,106.7936
2017.33333333333,108.2906,106.9584
2017.41666666667,108.8929,106.9136
2017.5,109.6291,106.8518
2017.58333333333,110.4063,106.8464
2017.66666666667,111.1169,106.9075
2017.75,111.702,107.2992
2017.83333333333,112.2048,107.7934
2017.91666666667,112.456,108.4371
2018,112.4084,109.1195
2018.08333333333,112.0746,109.6656
2018.16666666667,111.52,110.0177
2018.25,110.8192,110.0814
2018.33333333333,109.9684,109.9816
2018.41666666667,109.2247,109.5074
2018.5,108.5422,108.8072
2018.58333333333,107.8749,108.0191
2018.66666666667,107.2038,107.2316
2018.75,106.5193,106.6563
2018.83333333333,105.9684,106.3536
2018.91666666667,105.5171,106.4159
2019,105.4153,106.7442
2019.08333333333,105.5887,107.222
2019.16666666667,105.9799,107.568
2019.25,106.3965,107.7634
2019.33333333333,106.7014,107.7498
2019.41666666667,106.8857,107.6544
2019.5,106.8638,107.517
2019.58333333333,106.855,107.4437
2019.66666666667,107.1664,107.5342
2019.75,108.5218,109.006
2019.83333333333,108.1082,108.7427
2019.91666666667,104.9128,105.6247
2020,99.9468,100.3285
2020.08333333333,92.4506,91.7226
2020.16666666667,84.2012,81.7996
2020.25,77.6203,72.7845
2020.33333333333,76.0729,68.8453
2020.41666666667,78.1188,69.7736
2020.5,82.3913,74.4276
2020.58333333333,86.5183,79.758
2020.66666666667,89.2694,84.3124
2020.75,91.0023,87.2354
2020.83333333333,90.0696,86.6793
2020.91666666667,90.0169,85.823
2021,91.7258,86.1366
2021.08333333333,94.5803,87.7077
2021.16666666667,98.2845,90.8802
2021.25,102.5705,94.8315
2021.33333333333,106.8573,99.2622
2021.41666666667,109.7851,103.0897
2021.5,112.1198,106.1461
2021.58333333333,113.0347,108.2369
2021.66666666667,113.414,109.5667
2021.75,113.3736,110.6893
2021.83333333333,112.594,111.2805
2021.91666666667,111.9274,111.8541
2022,111.124,112.2241
2022.08333333333,110.1301,112.5474
2022.16666666667,108.8001,112.515
2022.25,107.4541,111.9146
2022.33333333333,106.1672,111.3069
2022.41666666667,105.2253,110.6587
2022.5,104.2593,109.9546
2022.58333333333,103.5281,109.4207
2022.66666666667,103.2286,109.2468
2022.75,102.9887,109.2583
2022.83333333333,102.9731,109.59
2022.91666666667,103.0724,109.9267
2023,103.0432,110.0367
2023.08333333333,102.9755,110.1138
2023.16666666667,102.7185,109.663
2023.25,102.2909,108.8464
2023.33333333333,101.7063,107.8747
2023.41666666667,101.0988,106.6028
2023.5,100.4953,105.3469
2023.58333333333,99.9745,104.0856
2023.66666666667,99.4673,102.9919
2023.75,99.1108,102.0603
2023.83333333333,98.9911,101.4053
2023.91666666667,98.9742,101.0805
2024,99.2867,101.1054
2024.08333333333,99.4809,101.3241
2024.16666666667,99.5092,101.2331
2024.25,99.3727,101.1638
2024.33333333333,98.9077,100.6539
2024.41666666667,98.2416,99.9607
2024.5,97.5032,99.156
2024.58333333333,96.9625,98.5356
2024.66666666667,96.5236,98.0515
2024.75,96.2523,97.4803
2024.83333333333,96.0117,97.1794
2024.91666666667,95.9086,96.665
2025,95.9643,96.3153
2025.08333333333,95.9755,96.0445
2025.16666666667,96.0607594936709,95.9535540408958
2025.25,96.1352030947776,96.0006769825919
2025.33333333333,96.1280159521436,96.0179461615155
2025.41666666667,96.0832264957265,96.0852564102564
2025.5,95.9765,95.993875
2025.58333333333,95.8946078431373,95.9862745098039
