"time","bc_fr","ec_fr"
2012,94.5446946144821,98.5249970165929
2012.08333333333,94.6562478661557,97.5875891311125
2012.16666666667,94.5729462172608,97.0762417553018
2012.25,94.2339137347112,96.150632155953
2012.33333333333,93.5136029873722,95.0898841657909
2012.41666666667,92.3169547885061,93.9928596056566
2012.5,90.7863300785901,92.8966837342224
2012.58333333333,89.3067396999286,91.9708323410336
2012.66666666667,88.29467730412,91.3281197904263
2012.75,87.8516551559895,90.9281852822101
2012.83333333333,87.7207668492498,90.6125029768993
2012.91666666667,87.5895868063825,90.153298404382
2013,87.3037866158609,89.4775065491784
2013.08333333333,86.7670695403667,88.6410693022148
2013.16666666667,86.0952726839724,87.8382829245058
2013.25,85.6975708502024,87.2622350559657
2013.33333333333,86.0457489878542,87.1965229816623
2013.41666666667,87.3474398666349,87.7584127173136
2013.5,89.3302988806859,88.8748213860443
2013.58333333333,91.5029888068588,90.2542688735413
2013.66666666667,93.3393367468445,91.4999880924029
2013.75,94.5243808049536,92.4139795189331
2013.83333333333,95.0952607763753,93.0146165753751
2013.91666666667,95.2859252202905,93.5234222433913
2014,95.3539771374137,94.0810609668969
2014.08333333333,95.4973981900452,94.6512860204811
2014.16666666667,95.7127173136461,95.1492319599905
2014.25,95.7856870683496,95.4488687782805
2014.33333333333,95.473100738271,95.4417658966421
2014.41666666667,94.7919861871874,95.0864610621577
2014.5,93.9351988568707,94.554447487497
2014.58333333333,93.1596272922124,93.9872469635627
2014.66666666667,92.6763276970707,93.5725946653965
2014.75,92.6274589187902,93.3909085496547
2014.83333333333,93.0128602048107,93.4153786615861
2014.91666666667,93.7593117408907,93.5717254108121
2015,94.7584603477018,93.8873839009288
2015.08333333333,95.8683079304596,94.4061502738747
2015.16666666667,97.0319540366754,95.1553048344844
2015.25,98.2256906406287,96.1176172898309
2015.33333333333,99.4101809954751,97.136669445106
2015.41666666667,100.525756132412,98.084895213146
2015.5,101.411467015956,98.8590021433675
2015.58333333333,102.037294593951,99.4466956418195
2015.66666666667,102.431608716361,99.9136163372231
2015.75,102.669808287688,100.249208144796
2015.83333333333,102.781436056204,100.423684210526
2015.91666666667,102.844367706597,100.432132650631
2016,102.904328411527,100.273029292689
2016.08333333333,102.992408906883,100.090396522982
2016.16666666667,103.113288878304,100.032186234818
2016.25,103.231561085973,100.249226006192
2016.33333333333,103.353947368421,100.828500833532
2016.41666666667,103.415837104072,101.691051440819
2016.5,103.448648487735,102.671481305073
2016.58333333333,103.525773993808,103.636032388664
2016.66666666667,103.699857108835,104.38842581567
2016.75,104.067361276494,104.901714693975
2016.83333333333,104.62645272684,105.243700881162
2016.91666666667,105.282251726602,105.480406049059
2017,105.891998094784,105.688342462491
2017.08333333333,106.420254822577,105.981066920695
2017.16666666667,106.883686592046,106.280775184568
2017.25,107.391307454156,106.54379018814
2017.33333333333,108.013199571327,106.68455584663
2017.41666666667,108.740628721124,106.699172422005
2017.5,109.536199095023,106.615587044534
2017.58333333333,110.321886163372,106.545915694213
2017.66666666667,111.045999047392,106.661449154561
2017.75,111.653560371517,107.053536556323
2017.83333333333,112.128959276018,107.617093355561
2017.91666666667,112.409204572517,108.225113122172
2018,112.419855918076,108.755114312932
2018.08333333333,112.109823767564,109.119439152179
2018.16666666667,111.501905215528,109.312866158609
2018.25,110.717111216956,109.368147177899
2018.33333333333,109.896921886163,109.267349368897
2018.41666666667,109.196058585377,109.007853060252
2018.5,108.585663253156,108.544832102882
2018.58333333333,107.945588235294,107.848773517504
2018.66666666667,107.197201714694,107.017819718981
2018.75,106.354155751369,106.279822576804
2018.83333333333,105.539967849488,105.884210526316
2018.91666666667,104.956781376518,105.856769468921
2019,104.778316265778,106.091777804239
2019.08333333333,105.009966658728,106.436401524172
2019.16666666667,105.489247439867,106.75746010955
2019.25,106.001661109788,106.982722076685
2019.33333333333,106.369230769231,107.075547749464
2019.41666666667,106.521177661348,107.113598475828
2019.5,106.488711598,107.229256965944
2019.58333333333,106.422719695166,107.418677065968
2019.66666666667,106.388809820716,107.563193482894
2019.75,106.40769127084,107.548808214742
2019.83333333333,106.383743994666,107.374724211046
2019.91666666667,106.233454922926,107.111944491713
2020,106.027227788353,106.547190877926
2020.08333333333,105.985819999795,105.733144035671
2020.16666666667,93.8999999999999,105.150881352146
2020.25,47.0999999999999,49.9614262948976
2020.33333333333,51.3743151803386,49.7999999999998
2020.41666666667,90.4774892498375,76.3627240598002
2020.5,92.1514871431364,79.2999999999999
2020.58333333333,93.1819100484999,89.7097151795671
2020.66666666667,92.9106485439897,90.9183038373337
2020.75,92.4858681351592,89.0851345975418
2020.83333333333,92.400290468726,87.1522130284591
2020.91666666667,92.1981829425626,85.5974948214238
2021,92.0113664016048,84.733416352297
2021.08333333333,91.8692951009917,84.5921461775525
2021.16666666667,97.0888509109417,90.4285847817285
2021.25,96.8915900827584,91.1149691256353
2021.33333333333,112.062899634055,101
2021.41666666667,112.120067767628,107.514649350366
2021.5,112.264470030572,107.982013589666
2021.58333333333,112.509564490031,108.685488743242
2021.66666666667,112.567517072549,109.337680801108
2021.75,112.266827413594,109.972467593918
2021.83333333333,111.566473517387,110.634745410788
2021.91666666667,110.564787198706,111.314682067159
2022,109.465415526281,111.789944034294
2022.08333333333,108.300548417424,111.956382472017
2022.16666666667,107.159266669608,111.738157894737
2022.25,106.297572058146,111.229024767802
2022.33333333333,105.614381444183,110.557960228626
2022.41666666667,104.86705763277,109.755810907359
2022.5,104.089601376734,108.971844486783
2022.58333333333,103.392746852266,108.581287211241
