"time","bc_cz","bc_c1","bc_c3","bc_c4","bc_c5","oscd","oscde","ossk","tppa","tppre","pgp"
2012,94.788,99.1006,95.2658,96.0363,95.5476,-24.2438,-18.9299,11.6696,-2.0163,-1.5109,-29.2902
2012.08333333333,94.9969,99.3528,95.4187,96.3013,95.8667,-24.0651,-18.7006,11.4196,-2.1769,-1.4584,-28.5202
2012.16666666667,94.9249,98.9174,95.2254,96.4153,95.9175,-24.0906,-18.4177,11.1934,-2.6939,-1.2021,-27.7633
2012.25,94.8895,98.2062,94.8317,96.3349,95.983,-24.2419,-18.5127,10.8664,-3.6706,-0.83,-28.1738
2012.33333333333,94.5439,97.1728,94.2115,96.5667,95.6859,-25.1003,-19.2484,10.9014,-5.3343,-0.8137,-30.8641
2012.41666666667,93.3904,95.6079,92.6019,96.0608,94.5554,-25.9812,-20.2186,11.137,-7.2654,-1.1069,-34.5411
2012.5,92.5656,94.853,91.2678,96.0574,93.7085,-26.9398,-21.2351,11.5825,-8.8672,-1.3073,-38.6727
2012.58333333333,91.7136,94.5618,90.0253,95.7527,92.9019,-28.0846,-22.657,11.9474,-9.3833,-2.24,-42.3395
2012.66666666667,91.0223,94.9219,89.0293,95.3606,92.2377,-28.9191,-24.1322,12.2029,-9.9053,-3.0487,-44.4257
2012.75,90.5769,95.6929,88.1628,95.0848,91.764,-29.7283,-25.2679,12.1908,-9.9025,-3.6844,-44.4737
2012.83333333333,90.2507,96.5719,87.7532,94.3274,91.4715,-30.444,-26.4913,11.5152,-9.8698,-4.1784,-43.2827
2012.91666666667,90.0152,96.848,87.7115,93.7114,91.1487,-31.3765,-27.1546,10.777,-9.9046,-4.2137,-42.0141
2013,89.9215,96.7493,87.8994,93.303,90.91,-32.0779,-27.118,9.6569,-10.2674,-3.9249,-41.3848
2013.08333333333,89.6526,95.8574,88.1663,93.1038,90.5958,-33.2047,-26.9482,9.0216,-11.1966,-3.2005,-41.9314
2013.16666666667,89.9704,94.6996,88.5896,93.343,90.7451,-33.4507,-25.9181,8.737,-10.6492,-2.1191,-42.2782
2013.25,90.5758,93.7264,89.0506,93.8163,91.241,-33.0361,-24.7953,8.8933,-9.7374,-0.7622,-41.7196
2013.33333333333,91.4735,92.8167,89.227,94.7484,92.0445,-31.8501,-23.7351,9.2874,-8.4379,0.5319,-39.2332
2013.41666666667,92.8695,92.8281,89.4933,96.0917,93.2572,-29.7773,-22.6282,10.0286,-6.2571,2.2761,-34.2669
2013.5,94.366,93.3308,89.8024,97.4083,94.6912,-27.5818,-21.6888,10.7439,-3.6395,3.8393,-27.9463
2013.58333333333,95.7484,94.2248,90.0764,98.8347,96.0163,-25.5297,-20.6928,10.923,-1.5528,5.0855,-21.2998
2013.66666666667,96.8023,95.3404,90.4131,99.9287,96.9923,-23.9287,-20.0173,11.0008,-0.0294999999999997,6.0005,-15.9107
2013.75,97.6572,96.5491,90.8331,100.5577,97.8665,-22.819,-19.1581,10.5142,1.8186,6.2677,-12.5112
2013.83333333333,98.2453,97.5107,91.2478,100.8952,98.4891,-22.016,-18.2141,9.8836,2.9467,6.3301,-11.1098
2013.91666666667,98.8491,98.2977,91.7705,100.8632,98.9803,-21.0781,-17.089,9.3485,4.1123,6.3253,-10.5724
2014,99.1762,98.7712,92.2522,100.4433,99.3875,-20.6672,-16.3206,8.9771,4.8956,6.2208,-10.5782
2014.08333333333,99.3109,98.7628,92.4945,100.1442,99.6552,-20.565,-16.0078,9.1221,5.2944,6.3347,-10.7248
2014.16666666667,99.3046,98.624,92.6679,99.7744,100.0211,-20.7138,-15.7913,9.8798,5.7194,6.2832,-11.0711
2014.25,98.8343,97.9977,92.6142,99.2619,100.0186,-21.4768,-16.2863,10.7553,5.3133,5.744,-11.82
2014.33333333333,98.1424,97.3781,92.3016,98.8594,99.7813,-22.4915,-17.0588,11.4414,4.5303,4.8504,-13.0969
