"time","bc_cz","bc_c1","bc_c3","bc_c4","bc_c5","oscd","oscde","ossk","tppa","tppre","pgp"
2012,94.7245,99.069,95.2344,95.9292,95.54,-24.2438,-18.9299,11.6696,-2.0163,-1.5109,-29.2902
2012.08333333333,94.9318,99.3156,95.3943,96.1878,95.8592,-24.0651,-18.7006,11.4196,-2.1769,-1.4584,-28.5202
2012.16666666667,94.8596,98.8752,95.2136,96.2865,95.9092,-24.0906,-18.4177,11.1934,-2.6939,-1.2021,-27.7633
2012.25,94.8185,98.1655,94.8344,96.1874,95.9693,-24.2419,-18.5127,10.8664,-3.6706,-0.83,-28.1738
2012.33333333333,94.462,97.1413,94.2202,96.3889,95.6677,-25.1003,-19.2484,10.9014,-5.3343,-0.8137,-30.8641
2012.41666666667,93.2939,95.5882,92.6101,95.8631,94.5335,-25.9812,-20.2186,11.137,-7.2654,-1.1069,-34.5411
2012.5,92.4553,94.8432,91.2772,95.8397,93.6897,-26.9398,-21.2351,11.5825,-8.8672,-1.3073,-38.6727
2012.58333333333,91.601,94.5567,90.0342,95.5245,92.8856,-28.0846,-22.657,11.9474,-9.3833,-2.24,-42.3395
2012.66666666667,90.9059,94.9246,89.0326,95.1149,92.2303,-28.9191,-24.1322,12.2029,-9.9053,-3.0487,-44.4257
2012.75,90.469,95.696,88.173,94.8463,91.764,-29.7283,-25.2679,12.1908,-9.9025,-3.6844,-44.4737
2012.83333333333,90.1532,96.5752,87.7751,94.1008,91.4789,-30.444,-26.4913,11.5152,-9.8698,-4.1784,-43.2827
2012.91666666667,89.9275,96.864,87.7379,93.5059,91.165,-31.3765,-27.1546,10.777,-9.9046,-4.2137,-42.0141
2013,89.8369,96.7806,87.9311,93.1326,90.9288,-32.0779,-27.118,9.6569,-10.2674,-3.9249,-41.3848
2013.08333333333,89.5706,95.9035,88.1991,92.9789,90.6182,-33.2047,-26.9482,9.0216,-11.1966,-3.2005,-41.9314
2013.16666666667,89.8991,94.7484,88.6247,93.2798,90.7639,-33.4507,-25.9181,8.737,-10.6492,-2.1191,-42.2782
2013.25,90.5181,93.7714,89.0892,93.8001,91.2546,-33.0361,-24.7953,8.8933,-9.7374,-0.7622,-41.7196
2013.33333333333,91.4373,92.847,89.2627,94.7675,92.0539,-31.8501,-23.7351,9.2874,-8.4379,0.5319,-39.2332
2013.41666666667,92.8601,92.8319,89.5353,96.1354,93.261,-29.7773,-22.6282,10.0286,-6.2571,2.2761,-34.2669
2013.5,94.3875,93.3061,89.8469,97.4713,94.6874,-27.5818,-21.6888,10.7439,-3.6395,3.8393,-27.9463
2013.58333333333,95.7945,94.1867,90.1153,98.9123,96.0096,-25.5297,-20.6928,10.923,-1.5528,5.0855,-21.2998
2013.66666666667,96.8636,95.2975,90.4428,100.0187,96.9794,-23.9287,-20.0173,11.0008,-0.0294999999999997,6.0005,-15.9107
2013.75,97.7283,96.5035,90.855,100.6735,97.8473,-22.819,-19.1581,10.5142,1.8186,6.2677,-12.5112
2013.83333333333,98.3093,97.4691,91.2547,101.0284,98.4607,-22.016,-18.2141,9.8836,2.9467,6.3301,-11.1098
2013.91666666667,98.9009,98.2629,91.7666,101.0204,98.9448,-21.0781,-17.089,9.3485,4.1123,6.3253,-10.5724
2014,99.2163,98.7449,92.2494,100.6206,99.3511,-20.6672,-16.3206,8.9771,4.8956,6.2208,-10.5782
2014.08333333333,99.3445,98.7398,92.4889,100.3432,99.6132,-20.565,-16.0078,9.1221,5.2944,6.3347,-10.7248
2014.16666666667,99.3407,98.5997,92.6772,100.009,99.98,-20.7138,-15.7913,9.8798,5.7194,6.2832,-11.0711
2014.25,98.88,97.975,92.6323,99.524,99.98,-21.4768,-16.2863,10.7553,5.3133,5.744,-11.82
2014.33333333333,98.199,97.3538,92.3287,99.1408,99.7425,-22.4915,-17.0588,11.4414,4.5303,4.8504,-13.0969
2014.41666666667,97.4665,96.6497,92.0994,98.7426,99.4503,-23.3054,-17.8904,11.9259,3.6033,3.6997,-15.2128
2014.5,97.0253,96.0582,91.8391,98.5068,99.2525,-23.5151,-17.8784,12.148,2.5234,2.8473,-17.2076
2014.58333333333,96.9099,95.8247,91.7603,98.5662,99.0571,-23.1425,-17.4699,12.3617,1.3749,2.8734,-18.8398
2014.66666666667,97.0311,95.9945,91.9051,98.5822,98.901,-22.7421,-17.163,12.4353,0.8901,3.5445,-19.5468
2014.75,97.3802,96.4986,92.0926,98.7358,99.106,-22.3065,-16.482,12.2856,0.5305,4.7689,-19.0034
2014.83333333333,97.8874,97.5579,92.3248,99.503,99.3421,-21.6733,-15.5247,11.9795,-0.0644,6.2982,-17.1044
2014.91666666667,98.4035,98.846,92.9206,100.2162,99.7039,-21.4146,-14.5419,11.3815,0.2841,7.1015,-14.182
2015,98.8039,99.952,93.5434,101.3247,99.9113,-21.5113,-13.8052,10.1603,0.5569,7.5927,-10.6817
2015.08333333333,99.1792,101.2236,94.291,102.4268,100.2187,-21.583,-12.8907,8.602,0.7811,7.605,-6.9844
2015.16666666667,99.6789,102.2514,95.2519,103.6073,100.596,-21.1136,-11.6704,7.4946,1.3522,7.2552,-3.6775
2015.25,100.3096,103.1677,96.0545,104.7598,100.9375,-20.4525,-10.5521,7.2972,2.8591,7.0832,-1.0505
2015.33333333333,100.9585,104.1182,96.6819,105.5115,101.3192,-19.6056,-9.7607,7.6187,4.2042,7.6952,0.425
2015.41666666667,101.5956,104.8151,97.1816,106.1761,101.5308,-18.525,-9.2385,8.3347,5.5917,8.2691,1.617
2015.5,102.2425,105.1799,97.3602,106.7874,101.7587,-17.1606,-8.6151,9.7716,6.8516,8.832,2.4325
2015.58333333333,102.807,105.2088,97.4894,107.4214,101.6848,-15.7181,-8.0772,11.1421,7.6041,9.3888,2.9964
2015.66666666667,103.1455,104.6457,97.809,107.8754,101.4062,-14.8109,-7.8326,11.5776,8.0273,9.5706,3.3408
2015.75,103.1241,103.5868,98.151,108.1361,100.9966,-14.1531,-7.7356,11.1673,6.4234,9.7643,3.3748
2015.83333333333,103.0703,102.8088,98.7555,108.3224,100.6129,-13.5585,-7.3846,10.2653,4.6537,9.7831,2.9742
2015.91666666667,103.1243,101.9816,99.293,108.3728,100.4786,-13.0248,-7.0312,9.0631,3.3603,10.1639,2.09
