"time","creation_ent_ens","creation_ent_be","creation_ent_cz","creation_ent_fz","creation_ent_gi","creation_ent_g","creation_ent_h","creation_ent_i","creation_ent_jz","creation_ent_kz","creation_ent_lz","creation_ent_mn","creation_ent_oq","creation_ent_ru"
2013.16666666667,47186.1059180757,2333.64229578471,1926.80656108597,6646.19945225054,13286.520123839,10113.7082043344,911.655632293403,2261.42760180995,2247.87735175042,1309.46939747559,1235.03197189807,9490.71344367707,5479.5648964039,5157.73529411765
2013.25,47413.1347344606,2363.91200285782,1941.17980471541,6681.06096689688,13427.3884853537,10216.5587044534,945.126577756609,2266.10996665873,2241.72987616099,1299.90557275542,1226.22261252679,9534.60508454394,5511.95058347225,5126.83900928793
2013.33333333333,47385.4337342224,2376.52834008097,1943.13937842343,6686.96517027864,13493.1219337938,10252.3093593713,973.288342462491,2268.04626101453,2229.60466777804,1298.61324124792,1213.98059061681,9524.79054536795,5477.11312217195,5085.10693022148
2013.41666666667,47232.173374613,2375.09401047869,1939.54352226721,6661.83835437009,13517.8100142891,10255.5199452251,991.191474160514,2271.59573708026,2222.47213622291,1303.97975708502,1204.55542986425,9487.08579423672,5419.14801143129,5040.56834960705
2013.5,47128.8059657061,2373.7274351036,1940.39884496309,6637.09341509883,13533.2150512027,10255.9949392713,998.74362943558,2278.75779947607,2223.75261967135,1316.67051678971,1204.9185520362,9454.66093117409,5387.08365086925,4998.1753989045
2013.58333333333,47203.2892950703,2387.10550130984,1951.98076923077,6626.19201000238,13557.9534412955,10266.9136699214,1002.43593712789,2288.56406287211,2230.33353179328,1339.46761133603,1218.37395808526,9461.02089783282,5411.12300547749,4972.35639437961
2013.66666666667,47428.246070493,2419.01107406525,1976.74863062634,6649.71094308169,13574.1512860205,10266.8029292689,1008.54173612765,2298.4568349607,2230.90479876161,1366.29751131222,1245.07198142415,9502.57513693737,5472.02048106692,4969.20748987854
2013.75,47706.2351155037,2463.76351512265,2014.70320314361,6702.57150512027,13565.854965468,10230.5367349369,1023.80471540843,2310.97279114075,2218.96403905692,1389.21034770183,1279.99916646821,9565.55983567516,5533.01012145749,4988.01178852108
2013.83333333333,47933.5699571326,2510.08942605382,2054.11979042629,6765.00690640629,13540.8278756847,10165.201417004,1047.34913074542,2327.71320552512,2192.2600619195,1404.95338175756,1315.52750654918,9626.68117408907,5562.54102167183,5016.40789473684
2013.91666666667,48125.2363062634,2555.85859728507,2087.59240295308,6823.90497737557,13537.3258513932,10108.6440819243,1073.60008335318,2354.63515122648,2163.17212431531,1415.03393665158,1348.266134794,9685.64420100024,5550.34663015004,5046.40277447011
