"time","bc_comd","compre","ossk","tcapa","tcapre"
2012,90.7296009914806,-17.7368568099497,20.9026013611527,-15.123254441867,-12.7543402837113
2012.08333333333,91.5056802578801,-16.9423053614863,20.1576955686312,-14.6433935865108,-11.0148975514417
2012.16666666667,92.2604935555288,-16.0866157403913,18.9910433860526,-13.8040138865045,-9.4033255217591
2012.25,92.6833872521598,-15.3739004795218,17.7725949834854,-13.5139519604877,-8.3153625912947
2012.33333333333,92.5852409707196,-14.9728629338126,16.4659084983139,-13.8224963703051,-8.14105191480676
2012.41666666667,91.8004847446972,-15.1423982120225,15.0496159907495,-14.8944131182264,-9.11972423704799
2012.5,90.5555310788283,-15.7403608001905,13.6721124077161,-16.4715289354608,-10.7797570850202
2012.58333333333,89.1551024053346,-16.7998987854251,12.5664443915218,-17.8718325791855,-12.6466718266254
2012.66666666667,88.0726601571803,-18.0089902357704,11.830959752322,-18.6624851155037,-14.0902834008097
2012.75,87.471576565849,-19.0349249821386,11.3496844486783,-19.0716361038342,-14.967641105025
2012.83333333333,87.2587401762324,-19.5397356513456,11.0193200762086,-19.6898785425101,-15.5582281495594
2012.91666666667,87.1575910931174,-19.570427482734,10.6780245296499,-21.0440521552751,-16.3899380804954
2013,86.9872469635628,-19.2583650869255,10.1033222195761,-22.9482733984282,-17.4737556561086
2013.08333333333,86.3816623005478,-19.1976125267921,9.52849487973327,-25.1597523219814,-18.9401286020481
2013.16666666667,85.4160693022148,-19.6301500357228,9.35067277923315,-27.3347761371755,-20.2905870445344
2013.25,84.6333293641343,-20.1090319123601,9.52561919504644,-28.8427244582043,-20.8399559418909
2013.33333333333,84.8332817337461,-20.0028161467016,9.76344367706597,-28.5514408192427,-19.9337342224339
2013.41666666667,86.2057811383663,-19.0346272922124,9.87533936651584,-26.3565134555847,-17.822588711598
2013.5,88.4561502738747,-17.3452607763753,9.66116932603001,-22.8880388187664,-14.823850916885
2013.58333333333,91.0298166230055,-15.3113777089783,9.17751845677542,-18.8953738985473,-11.5737913788997
2013.66666666667,93.2559478447249,-13.5185996665873,8.86780185758514,-15.2660276256251,-8.86355679923791
2013.75,94.5325077399381,-12.7004167658966,8.86923076923077,-12.4482019528459,-7.70670397713741
2013.83333333333,94.8992676827816,-12.7309418909264,9.01040128602048,-11.0624910693022,-8.02231483686592
2013.91666666667,94.7966539652298,-13.0484936889736,8.9476899261729,-11.2124732079066,-9.01645034532032
2014,94.6802750654918,-13.2130328649678,8.56944510597761,-12.6588116218147,-10.0550785901405
2014.08333333333,94.9729578471065,-12.8316444391522,7.78251964753513,-14.2865920457252,-10.4027804239105
2014.16666666667,95.6598833055489,-11.9492200523934,6.72742319599905,-14.9489640390569,-9.97981066920695
2014.25,96.1422422005239,-11.2833353179328,5.80744224815432,-14.8038521076447,-9.55026792093356
2014.33333333333,95.8789771374137,-11.4322755417957,5.26309240295308,-14.7334424863063,-9.67709573708026
2014.41666666667,94.8305072636342,-12.3217730412003,5.03403191236009,-15.3993153131698,-10.4250059537985
2014.5,93.2599309359371,-13.761044296261,5.41065729935699,-16.8688140033341,-11.4516849249821
2014.58333333333,91.6234103357942,-15.1798404381996,6.4030721600381,-18.7108954512979,-12.4664384377233
2014.66666666667,90.6277447011193,-15.8912181471779,7.77352345796618,-19.9771314598714,-12.6992914979757
2014.75,90.8612764944034,-15.3477911407478,9.44683257918552,-19.6989819004525,-11.6332519647535
2014.83333333333,92.4701595618004,-13.5047511312217,11.10088711598,-17.3378125744225,-9.4597463681829
2014.91666666667,95.0844189092641,-10.7528101929031,11.963455584663,-13.2291617051679,-6.6393903310312
2015,98.0730173850917,-7.65574541557514,11.5989699928554,-8.94163491307454,-3.71603357942367
2015.08333333333,100.664408192427,-4.99683257918552,10.2539890450107,-6.05919861871874,-1.20602524410574
2015.16666666667,102.405983567516,-3.33428197189807,8.56556322934032,-4.86679566563468,0.455864491545606
2015.25,103.395195284592,-2.5687068349607,7.21636699214099,-4.37514884496309,1.58035246487259
2015.33333333333,104.015610859729,-2.37278518694927,6.56488449630865,-3.56908192426768,2.39869611812336
2015.41666666667,104.669421290784,-2.28369254584425,6.44241486068111,-1.80229221243153,3.25155989521315
2015.5,105.392736365801,-2.07820909740414,6.52336865920457,0.331590854965468,4.21464039056918
2015.58333333333,106.06278280543,-1.76565253631817,6.72229697547035,2.00748987854251,5.15969873779471
2015.66666666667,106.355084543939,-1.82330912121934,7.26047868540129,2.34203381757561,5.71057989997618
2015.75,106.124511788521,-2.33384734460586,8.12781614670159,0.827435103596095,5.34894617766135
2015.83333333333,105.401917123125,-3.32293403191236,9.34299237913789,-2.08788402000476,4.02786377708978
2015.91666666667,104.486300309598,-4.61045487020719,10.8840319123601,-5.00468563943796,2.31791497975708
2016,103.753161467016,-5.86317575613241,12.1907001667064,-6.46943319838057,0.706799237913789
2016.08333333333,103.457912598238,-6.6728685401286,12.837955465587,-5.95868659204572,-0.279030721600381
2016.16666666667,103.693456775423,-6.72816742081448,12.88173374613,-4.0749226006192,-0.475750178613956
2016.25,104.221058585377,-6.08759228387711,12.5282090974041,-2.03934270064301,-0.189676113360324
2016.33333333333,104.691462252917,-5.16460466777804,12.1181471778995,-1.0202548225768,0.0118421052631578
2016.41666666667,104.69540366754,-4.6337044534413,12.1841390807335,-1.83615146463444,-0.188979518933079
2016.5,104.297463681829,-4.73276970707311,12.8914503453203,-4.05976422957847,-0.511050250059538
2016.58333333333,103.868450821624,-5.19268873541319,13.8242081447964,-6.36285425101215,-0.473142414860681
