"time","conso_b","conso_bf","conso_c2","conso_de","conso_petr","conso_cz","conso_c1htb","conso_dec2","conso_autres","conso_log","conso_c1","conso_textile","conso_enhc2","conso_bd","conso_c4","conso_bdep"
2012.83333333333,45.4546100857347,18.8588650869255,3.97268677065968,5.02574994046201,5.11638580614432,37.6963967611336,15.2032155870445,9.02698380566802,5.47700905545829,2.66797797094546,17.6366534889259,4.4696064539176,3.86949976184806,8.91844421290783,4.86143546082401,1.45909936889736
2012.91666666667,45.4482769111693,18.8036085972851,3.96361443200762,5.08283287687545,5.12500839485592,37.6294252798285,15.2297642295785,9.06582192188616,5.47900502078743,2.67163473446059,17.6526314003334,4.45020874017623,3.90449690402477,8.87919403429388,4.8166617051679,1.45522046915932
2013,45.4798476422958,18.7468656227673,3.96330048821148,5.16068611574184,5.15136187187426,37.582653250774,15.2601606930221,9.13302953084068,5.48714622529174,2.67801107406525,17.6811636103834,4.41757442248154,3.94940700166706,8.84546201476542,4.77089164086687,1.45498053107883
2013.08333333333,45.5267886401524,18.703229816623,3.97010663253156,5.23846094308169,5.18827387473208,37.5568228744939,15.2787007620862,9.20859835675161,5.49810151226482,2.68497672064777,17.7022038580614,4.38843921171708,3.98996671826625,8.81956293165039,4.73233621100262,1.45552048106692
2013.16666666667,45.5686793284115,18.68248404382,3.98293825910931,5.28810746606335,5.22612937604192,37.5592092760181,15.286088830674,9.26688199571327,5.51006096689688,2.6910705525125,17.7096947487497,4.36635824005716,4.00847803048345,8.80858365086925,4.71128679447487,1.45642170754942
2013.25,45.5946962967373,18.6906468802096,3.99540843057871,5.29624684448678,5.25372922124315,37.5887653608002,15.2896689092641,9.28874833293641,5.52097844724935,2.69669927363658,17.7052789949988,4.35670409621338,3.99714729697547,8.81521225291736,4.71063544891641,1.45701172898309
2013.33333333333,45.5814698737795,18.7208690164325,3.99986568230531,5.24472850678733,5.2548153131698,37.630370921648,15.2967268992617,9.24936794474875,5.52945826387235,2.70224041438438,17.6980798999762,4.3548737794713,3.94829578471065,8.83835014289116,4.72900244105739,1.45697398190045
2013.41666666667,45.5347232079066,18.7603475827578,3.98985651345558,5.15019290307216,5.22398785425101,37.6666548582996,15.3128072755418,9.15557495832341,5.53572934031912,2.70657507739938,17.7017992974518,4.36455870445344,3.87752554179567,8.86954346467393,4.7597023847207,1.45518361514646
2013.5,45.5041436651584,18.8152919147416,3.96817623243629,5.05233126934985,5.17317462491069,37.7078432364849,15.339613003096,9.04535133365087,5.54118176946892,2.71104679685639,17.7222952488688,4.38331805191712,3.81413318647297,8.9047759661908,4.79493158412328,1.45196314598714
2013.58333333333,45.5295181590855,18.8839390331031,3.94837628006668,4.98584168849726,5.12616807573232,37.7661161586092,15.3739045606097,8.96457079066444,5.54745010716837,2.72081543224577,17.7560068468683,4.40672052869731,3.78091200285782,8.93146856394379,4.81508097165992,1.44943456775423
