"time","bc_fr","ec_fr"
2012,93.5549,96.6954
2012.08333333333,93.8747,96.8926
2012.16666666667,94.0153,96.7024
2012.25,93.9982,96.2428
2012.33333333333,93.5327,95.6334
2012.41666666667,92.0583,94.2618
2012.5,90.6952,93.0456
2012.58333333333,89.3975,92.2268
2012.66666666667,88.325,91.502
2012.75,87.729,90.9822
2012.83333333333,87.511,90.594
2012.91666666667,87.2906,90.0491
2013,86.988,89.4435
2013.08333333333,86.5207,88.7101
2013.16666666667,86.0376,88.0396
2013.25,85.9525,87.521
2013.33333333333,86.4382,87.5887
2013.41666666667,87.6585,88.131
2013.5,89.4067,89.0179
2013.58333333333,91.3494,90.2668
2013.66666666667,93.1278,91.3474
2013.75,94.3297,92.3137
2013.83333333333,95.0161,93.0414
2013.91666666667,95.3531,93.6166
2014,95.5883,94.1357
2014.08333333333,95.7126,94.6708
2014.16666666667,95.8126,95.101
2014.25,95.7737,95.3326
2014.33333333333,95.4389,95.35
2014.41666666667,94.8424,95.0168
2014.5,94.1086,94.6214
2014.58333333333,93.4297,94.1656
2014.66666666667,92.9929,93.8068
2014.75,92.9438,93.5889
2014.83333333333,93.3305,93.6135
2014.91666666667,94.0127,93.7922
2015,94.9518,94.0897
2015.08333333333,96.0231,94.6598
2015.16666666667,97.2328,95.3591
2015.25,98.419,96.2911
2015.33333333333,99.5225,97.155
2015.41666666667,100.6272,98.0994
2015.5,101.4228,98.8632
2015.58333333333,102.0759,99.4595
2015.66666666667,102.5111,99.9624
2015.75,102.7759,100.269
2015.83333333333,102.8832,100.4522
2015.91666666667,102.9866,100.5007
2016,103.0983,100.395
2016.08333333333,103.13,100.3094
2016.16666666667,103.2662,100.3615
2016.25,103.2966,100.5822
2016.33333333333,103.4633,101.1696
2016.41666666667,103.4729,101.8965
2016.5,103.4815,102.804
2016.58333333333,103.5783,103.6599
2016.66666666667,103.8178,104.3801
2016.75,104.1834,104.8622
2016.83333333333,104.6947,105.3124
2016.91666666667,105.4181,105.6065
2017,106.0586,105.9023
2017.08333333333,106.6767,106.2828
2017.16666666667,107.1828,106.6134
2017.25,107.7537,106.8709
2017.33333333333,108.3098,107.0341
2017.41666666667,108.9213,106.9781
2017.5,109.6646,106.9113
2017.58333333333,110.4427,106.9079
2017.66666666667,111.1562,106.9751
2017.75,111.7451,107.3789
2017.83333333333,112.2499,107.8836
2017.91666666667,112.4964,108.5347
2018,112.4568,109.2229
2018.08333333333,112.1222,109.7683
2018.16666666667,111.5676,110.1204
2018.25,110.8676,110.1821
2018.33333333333,110.0115,110.0785
2018.41666666667,109.2705,109.6034
2018.5,108.5822,108.897
2018.58333333333,107.9075,108.1006
2018.66666666667,107.2239,107.3001
2018.75,106.5326,106.7141
2018.83333333333,105.9741,106.4009
2018.91666666667,105.5239,106.4544
2019,105.4346,106.7811
2019.08333333333,105.6275,107.2679
2019.16666666667,106.0445,107.6316
2019.25,106.4768,107.84
2019.33333333333,106.7886,107.8407
2019.41666666667,106.966,107.7574
2019.5,106.9284,107.6238
2019.58333333333,106.8938,107.544
2019.66666666667,107.1857,107.6271
2019.75,108.5367,109.0918
2019.83333333333,108.1187,108.8113
2019.91666666667,104.9175,105.6767
2020,99.9464,100.3613
2020.08333333333,92.4364,91.7347
2020.16666666667,84.1681,81.7899
2020.25,77.5734,72.758
2020.33333333333,76.029,68.8148
2020.41666666667,78.0902,69.7474
2020.5,82.3793,74.415
2020.58333333333,86.5184,79.7574
2020.66666666667,89.2729,84.3288
2020.75,91.0032,87.2511
2020.83333333333,90.0539,86.6902
2020.91666666667,89.9978,85.8348
2021,91.7112,86.1468
2021.08333333333,94.5773,87.7266
2021.16666666667,98.3014,90.913
2021.25,102.61,94.8767
2021.33333333333,106.9212,99.3136
2021.41666666667,109.8678,103.1406
2021.5,112.2141,106.1952
2021.58333333333,113.1319,108.2855
2021.66666666667,113.5107,109.6215
2021.75,113.4654,110.7538
2021.83333333333,112.6786,111.3609
2021.91666666667,112.0053,111.947
2022,111.1988,112.3217
2022.08333333333,110.1965,112.6508
2022.16666666667,108.8546,112.6177
2022.25,107.4898,112.0119
2022.33333333333,106.1879,111.4062
2022.41666666667,105.2317,110.7618
2022.5,104.2556,110.0613
2022.58333333333,103.5244,109.5343
2022.66666666667,103.2323,109.3683
2022.75,103.0114,109.3841
2022.83333333333,103.0153,109.7064
2022.91666666667,103.1339,110.0305
2023,103.1168,110.1231
2023.08333333333,103.0491,110.1872
2023.16666666667,102.78,109.7218
2023.25,102.3304,108.8994
2023.33333333333,101.7283,107.9356
2023.41666666667,101.1083,106.6662
2023.5,100.499,105.4176
2023.58333333333,99.984,104.1666
2023.66666666667,99.4865,103.0866
2023.75,99.1372,102.1633
2023.83333333333,99.0201,101.511
2023.91666666667,99.009,101.1798
2024,99.3256,101.1861
2024.08333333333,99.5231,101.3792
2024.16666666667,99.5545,101.2571
2024.25,99.4179,101.1699
2024.33333333333,98.952,100.6499
2024.41666666667,98.2733,99.9576
2024.5,97.5208,99.1784
2024.58333333333,96.9723,98.5876
2024.66666666667,96.526,98.1333
2024.75,96.2489,97.5863
2024.83333333333,96.009,97.2969
2024.91666666667,95.9086,96.7684
2025,95.967,96.3868
2025.08333333333,95.9654,96.0808
2025.16666666667,96.0592,96.0251
2025.25,96.1327,96.0373
2025.33333333333,96.0891,95.9065
2025.41666666667,96.0375,95.8788
2025.5,96.0867,95.5764
2025.58333333333,96.5365,95.6042
2025.66666666667,96.4394,94.9605
2025.75,96.6499,94.8499
2025.83333333333,96.9726,95.0543
2025.91666666667,96.9808,95.0203
