"time","ivv_commerce","ivv_45","ivv_46","ivv_47"
2005,74.07,75.04,79.01,64.91
2005.08333333333,73.98,73.49,79.08,65.13
2005.16666666667,74.28,75.05,78.99,65.57
2005.25,74.56,76.07,79.6,65.01
2005.33333333333,73.89,74.75,78.68,65.02
2005.41666666667,73.85,75.95,78.16,65.27
2005.5,75.1,76.65,80.55,64.86
2005.58333333333,75.01,76.18,80.1,65.5
2005.66666666667,75.42,76.2,80.64,65.85
2005.75,75.14,74.66,80.56,65.74
2005.83333333333,76.65,77.52,82.1,66.67
2005.91666666667,75.59,77.83,80,66.78
2006,75.5,76.3,80.29,66.63
2006.08333333333,75.64,76.97,80.26,66.84
2006.16666666667,75.73,77.21,80.47,66.68
2006.25,76.34,78.46,80.97,67.22
2006.33333333333,76.98,78.59,82.09,67.24
2006.41666666667,76.67,77.88,81.48,67.59
2006.5,77.18,78.19,82.11,67.97
2006.58333333333,76.36,77.11,80.96,67.81
2006.66666666667,76.78,77.76,81.65,67.7
2006.75,76.87,77.89,81.57,68.04
2006.83333333333,77.43,78.37,82,68.86
2006.91666666667,77.76,79.41,82.65,68.37
2007,77.73,78.27,82.65,68.73
2007.08333333333,78.58,78.94,83.72,69.29
2007.16666666667,79,79.84,83.74,70.18
2007.25,78.44,78.04,83.1,70.26
2007.33333333333,79.4,80.43,84.96,69.12
2007.41666666667,78.93,80.68,83.25,70.44
2007.5,78.91,81.27,82.63,71.2
2007.58333333333,78.97,80.57,83.25,70.62
2007.66666666667,78.51,81.61,82.32,70.33
2007.75,79.85,81.27,84.41,71.09
2007.83333333333,78.98,80.16,83.17,70.93
2007.91666666667,79.39,80.46,83.92,70.83
2008,80.69,81.83,85.78,71.16
2008.08333333333,80.61,81.34,85.81,71.05
2008.16666666667,79.77,80.08,85.08,70.2
2008.25,80.14,80.7,85.49,70.39
2008.33333333333,79.68,80.59,84.28,71.05
2008.41666666667,79.73,78.43,85.08,70.74
2008.5,79.3,80.43,84.06,70.31
2008.58333333333,80.11,78.19,85.62,71.08
2008.66666666667,80.34,77.89,85.96,71.35
2008.75,79.32,77.3,84.72,70.51
2008.83333333333,78.79,73.83,84.13,71.25
2008.91666666667,79.55,74.49,85.25,71.45
2009,78.84,73.46,83.89,71.95
2009.08333333333,77.92,73.73,82.92,70.64
2009.16666666667,77.77,73.47,82.85,70.4
2009.25,77.77,73.55,82.35,71.2
2009.33333333333,78,74.22,82.77,70.96
2009.41666666667,78.6,74.82,83.05,72.06
2009.5,78.15,76.18,82.52,71.07
2009.58333333333,78.31,76.74,82.67,71.09
2009.66666666667,78.65,76.63,83.04,71.54
2009.75,78.7,77.23,82.74,71.96
2009.83333333333,78.59,78,82.66,71.44
2009.91666666667,79.63,77.54,83.9,72.74
2010,78.43,77.63,82.32,71.68
2010.08333333333,78.99,77.3,83.06,72.29
2010.16666666667,79.6,76.97,83.78,73.08
2010.25,79.91,76.99,84.15,73.37
2010.33333333333,80.46,77.66,84.66,73.94
2010.41666666667,80.08,77.66,84.66,72.79
2010.5,80.95,76.76,85.61,74.24
2010.58333333333,80.4,78.55,84.27,74.05
2010.66666666667,81.24,77.64,85.76,74.51
2010.75,81.45,78.14,86.21,74.19
2010.83333333333,82.65,80.63,87.22,75.19
2010.91666666667,81.65,79.74,85.39,75.54
2011,82.58,82,86.57,75.54
2011.08333333333,83.45,82.1,87.63,76.39
2011.16666666667,83.12,82.87,87.03,76.06
2011.25,83.83,81.43,88.19,76.85
2011.33333333333,82.12,80.36,86.19,75.4
2011.41666666667,83.03,80.75,87.31,76.16
2011.5,83.68,80.44,88.69,75.97
2011.58333333333,83.06,80.34,87.67,75.81
2011.66666666667,83.38,81.62,87.55,76.48
2011.75,83.88,81.54,88.43,76.58
2011.83333333333,84.54,83.2,89.09,76.85
2011.91666666667,82.86,81.28,86.75,76.38
2012,83.5,80.85,87.64,77
2012.08333333333,83.55,80.89,87.29,77.75
2012.16666666667,84.01,81.06,87.71,78.37
2012.25,82.59,79.61,86.62,76.42
2012.33333333333,83.9,79.81,88.4,77.39
2012.41666666667,84.14,80.93,88.11,78.14
2012.5,83.92,78.45,88.09,78.48
2012.58333333333,83.63,78.73,88.03,77.58
2012.66666666667,83.49,78.73,87.48,78.09
2012.75,83.72,78.38,87.84,78.33
2012.83333333333,82.65,77.09,86.42,77.92
2012.91666666667,83.61,80.36,87.31,78.08
2013,83.25,77.4,87.05,78.56
2013.08333333333,83.03,77.62,86.58,78.63
2013.16666666667,82.79,76.26,86.51,78.57
2013.25,83.8,77.31,87.81,78.99
2013.33333333333,84.12,78.15,88.07,79.21
2013.41666666667,83.17,78.59,86.67,78.5
2013.5,83.31,76.26,86.85,79.63
2013.58333333333,84.33,78.78,87.91,79.94
2013.66666666667,84.07,79.78,87.58,79.25
2013.75,84.15,78.72,87.81,79.54
2013.83333333333,84.92,79.97,88.52,80.23
2013.91666666667,85.2,81.68,88.92,79.65
2014,84.08,77.13,87.82,79.99
2014.08333333333,84.63,77.87,88.9,79.47
2014.16666666667,84.56,78.26,88.13,80.5
2014.25,84.78,79.04,88.57,80.09
2014.33333333333,83.76,77.95,87.05,79.99
2014.41666666667,85.09,78.45,89.15,80.28
2014.5,84.34,79.26,87.69,80.15
2014.58333333333,85.42,81.25,88.6,81.16
2014.66666666667,85.18,79.1,88.75,81.04
2014.75,84.93,80.31,88.08,80.92
2014.83333333333,84.87,80.4,87.87,81.04
2014.91666666667,84.94,80.39,87.59,81.8
2015,85.9,81.02,88.75,82.56
2015.08333333333,85.28,81.14,87.91,82.01
2015.16666666667,85.65,81.58,88.67,81.65
2015.25,86.54,82.36,89.36,82.92
2015.33333333333,86.44,82.97,88.7,83.57
2015.41666666667,86.79,82.74,89.39,83.54
2015.5,86.81,84.09,89.14,83.48
2015.58333333333,86.5,84.04,87.95,84.67
2015.66666666667,87.22,84.96,88.91,84.85
2015.75,86.86,84.81,88.58,84.36
2015.83333333333,86.52,84.49,89.1,82.45
2015.91666666667,87.85,83.32,90,85.62
2016,88.86,87.85,90.69,85.68
2016.08333333333,89.17,87.69,91.11,86
2016.16666666667,88.69,87.11,90.85,85.18
2016.25,88.7,88.31,90.39,85.53
2016.33333333333,88.73,87.82,90.39,85.84
2016.41666666667,87.77,87.7,88.93,85.44
2016.5,88.14,85.84,89.74,85.94
2016.58333333333,88.45,89.46,89.62,85.61
2016.66666666667,88.71,89.96,89.77,86
2016.75,89.04,89.13,89.91,87.16
2016.83333333333,90.46,91.95,92.13,86.51
2016.91666666667,89.84,91.28,90.8,87.21
2017,89.94,91.61,90.68,87.63
2017.08333333333,90.6,92.54,91.41,88.03
2017.16666666667,91.86,94.35,92.93,88.58
2017.25,90.73,91.74,91.79,88.11
2017.33333333333,91.96,95.02,92.67,89.07
2017.41666666667,92.06,94.76,93.26,88.43
2017.5,93.3,95.96,94.52,89.65
2017.58333333333,92.3,94.76,93.86,88.12
2017.66666666667,93.94,96.59,94.58,91.35
2017.75,92.11,97.41,92.79,88.32
2017.83333333333,93.9,97.38,94.39,91.23
2017.91666666667,95.09,101.36,95.6,91.19
2018,93.05,96.81,93.44,90.49
2018.08333333333,93.27,97.35,93.42,91.01
2018.16666666667,93.96,99.22,93.79,91.75
2018.25,94.28,99.79,94.54,91.11
2018.33333333333,95.42,100.23,96.08,91.8
2018.41666666667,94.96,100,95.42,91.62
2018.5,93.8,98.35,93.77,91.65
2018.58333333333,94.71,98.21,95.46,91.56
2018.66666666667,94.04,98.07,94.14,91.91
2018.75,95.83,99.47,96.65,92.48
2018.83333333333,94.69,97.48,95.34,92.07
2018.91666666667,94.39,94.14,95.91,91.52
2019,95.53,100.74,95.59,92.9
2019.08333333333,96.23,101.68,96.32,93.44
2019.16666666667,96.31,100.69,96.81,93.22
2019.25,97.36,101.82,98.19,93.57
2019.33333333333,97.46,102.41,98.36,93.3
2019.41666666667,96.97,101.76,97.45,93.74
2019.5,97.01,102.96,97.47,93.24
2019.58333333333,97.82,102.56,98.25,94.67
2019.66666666667,97.41,102.08,98.18,93.64
2019.75,97.53,102.17,98.15,94.06
2019.83333333333,97.77,103.27,97.97,94.75
2019.91666666667,97.53,102.96,97.58,94.83
2020,97.76,101.17,98.19,95.28
