"time","conso_b","conso_bf","conso_c2","conso_de","conso_petr","conso_cz","conso_c1htb","conso_dec2","conso_autres","conso_log","conso_c1","conso_textile","conso_enhc2","conso_bd","conso_c4","conso_bdep"
2012,45.757542,18.998765,4.034363,5.104622,5.222733,37.915091,15.144906,9.168115,5.442763,2.635392,17.651837,4.474167,3.894325,9.081876,5.067297,1.487022
2012.08333333333,45.811788,19.013705,4.036568,5.12906,5.230964,37.948686,15.157657,9.19203,5.448965,2.640704,17.668021,4.467597,3.911723,9.096498,5.074741,1.488559
2012.16666666667,45.731423,18.991407,4.031389,5.093505,5.217633,37.906538,15.136676,9.154973,5.445094,2.642859,17.645775,4.447825,3.885567,9.096836,5.073406,1.487174
2012.25,45.741018,18.984777,4.034261,5.085176,5.217459,37.926411,15.150068,9.151087,5.455364,2.656841,17.668241,4.412785,3.881138,9.112939,5.071007,1.487716
2012.33333333333,45.832482,19.03635,4.043133,5.047272,5.212827,38.042959,15.201055,9.128348,5.47934,2.671882,17.73053,4.416851,3.860192,9.136272,5.072859,1.490698
2012.41666666667,45.669363,18.95393,4.03156,5.017821,5.187795,37.919686,15.171824,9.089058,5.471994,2.669238,17.692172,4.391018,3.846962,9.087342,5.025513,1.485783
2012.5,45.631552,18.950235,4.025135,4.979589,5.165211,37.917471,15.184289,9.048164,5.477805,2.670881,17.698486,4.407976,3.82851,9.062669,4.997732,1.482684
2012.58333333333,45.580658,18.935025,4.013216,4.962892,5.145828,37.880992,15.191693,9.019683,5.479893,2.668149,17.691397,4.427552,3.820651,9.027821,4.965659,1.478749
2012.66666666667,45.547307,18.915528,4.00398,4.99208,5.139796,37.824575,15.18414,9.034373,5.477886,2.666401,17.663014,4.455446,3.846307,8.984783,4.927811,1.469979
2012.75,45.515176,18.899106,3.992286,4.991755,5.12644,37.788218,15.206794,9.020422,5.478872,2.665154,17.661852,4.469298,3.847895,8.95484,4.899348,1.466216
2012.83333333333,45.477372,18.852143,3.976568,5.039729,5.125413,37.704645,15.213978,9.04378,5.477994,2.670012,17.651044,4.460109,3.877589,8.918077,4.855425,1.461805
2012.91666666667,45.468587,18.807351,3.968757,5.091071,5.134717,37.642221,15.227582,9.079196,5.480567,2.672232,17.65556,4.44564,3.907751,8.885083,4.821049,1.456328
2013,45.487568,18.751479,3.967635,5.158578,5.15771,37.594767,15.255077,9.136484,5.489088,2.678519,17.680204,4.415682,3.945399,8.850151,4.774718,1.455183
