"time","ica_cz","ica_c1","ica_c3","ica_c4","ica_c5"
1999,65.65,55.4,78.15,74.68,65.34
1999.08333333333,65.56,56.31,76.99,73.75,64.43
1999.16666666667,65.6,55.38,76.98,72.09,65.59
1999.25,65.66,54.93,77.75,73.44,65.41
1999.33333333333,66.19,55.95,77.27,73.21,65.93
1999.41666666667,66.17,54.91,77.91,76.09,66.1
1999.5,68.28,58.04,79.46,77.73,67.55
1999.58333333333,67.27,56.95,81.08,72.62,66.92
1999.66666666667,67.51,57.05,80.78,73.61,67.4
1999.75,69.07,57.82,82.45,76.11,68.39
1999.83333333333,69.62,58.52,82.25,77.12,69.27
1999.91666666667,67.8,56.73,84.59,69.55,67.93
2000,68.88,57.55,82.74,76.99,68.99
2000.08333333333,68.81,57.54,82.74,71.25,69.13
2000.16666666667,69.96,57.71,83.78,74.66,70.68
2000.25,70.48,58.38,84.7,74.69,70.7
2000.33333333333,70.81,58.45,85.05,77.03,71.28
2000.41666666667,71.5,59.87,84.49,77.5,71.42
2000.5,72.97,60.75,86.34,78.42,73.12
2000.58333333333,72.34,59.93,86.3,77.32,72.47
2000.66666666667,73.03,60.73,85.5,79.18,73.06
2000.75,73.29,60.46,87.54,76.34,73.91
2000.83333333333,73.48,59.98,86.87,79.22,73.9
2000.91666666667,75.08,61.25,89.41,80.48,75.45
2001,72.97,60.75,86.54,77.12,72.81
2001.08333333333,75.02,61.75,86.46,87.38,74.32
2001.16666666667,74.33,62.05,88.28,81.77,73.85
2001.25,73.22,63,87.23,78.15,72.94
2001.33333333333,74.8,63.33,86.85,81.47,74.54
2001.41666666667,74.6,63.71,88.55,79.42,74.09
2001.5,74.37,62.58,87.24,82.18,73.84
2001.58333333333,75.93,63.47,87.69,89.69,74.47
2001.66666666667,74.77,63.11,87.64,83.44,73.93
2001.75,73.94,63.46,86.73,81.61,73.37
2001.83333333333,73.42,63.14,86.7,79.47,72.85
2001.91666666667,74.37,64.8,86.13,80.83,73.86
2002,75.16,63.77,87.57,84.18,73.6
2002.08333333333,74.57,64.13,86.04,82.73,73.94
2002.16666666667,74.39,64.92,86.33,79.1,73.83
2002.25,75.83,64.29,86.97,85.43,74.79
2002.33333333333,75.57,65.43,85.67,82.38,74.27
2002.41666666667,74.5,63.7,86.84,80.73,73.88
2002.5,74.34,63.94,84.64,82.07,73.56
2002.58333333333,75.57,64.97,85.12,84.52,74.6
2002.66666666667,75.25,64.97,85.61,82.99,74.17
2002.75,75.08,65.34,84.34,82.27,73.9
2002.83333333333,75.32,64.86,85.32,82.65,74.38
2002.91666666667,75.06,65.24,82.38,88.44,72.32
2003,75.83,65.19,84.22,83.26,74.78
2003.08333333333,75.95,65.8,83.35,83.41,75.05
2003.16666666667,76.65,65.13,84.61,87.18,75.22
2003.25,76.12,66.12,82.5,84.01,75.68
2003.33333333333,73.99,65.05,82.34,80.79,73.01
2003.41666666667,74.88,65.51,81.57,83.7,73.91
2003.5,74.35,65.04,82.81,81.12,73.61
2003.58333333333,75.43,65.47,85.27,82.82,74.6
2003.66666666667,75.48,67.4,85.01,82.51,73.91
2003.75,75.94,66.11,83.94,84,75.3
2003.83333333333,75.36,64.68,83.69,84,74.46
2003.91666666667,77.01,66.79,84.38,88.39,75.66
2004,76.62,67.14,85.54,82.42,76.17
2004.08333333333,76.63,65.95,84.32,85.59,75.79
2004.16666666667,77.07,67.06,85.54,84.52,76.08
2004.25,76.86,66.99,85.6,82.92,76
2004.33333333333,76.57,64.69,85.72,85.03,75.54
2004.41666666667,77.9,67.37,85.38,85.44,76.82
2004.5,78.42,67.81,87.28,86.61,76.62
2004.58333333333,76.47,66.34,84.59,80.47,75.84
2004.66666666667,78.07,67.03,84.63,84.08,77.65
2004.75,78.38,66.69,86.82,84.47,77.37
2004.83333333333,78.38,68.21,85.45,83.71,77.42
2004.91666666667,77.92,66.7,86.1,84.84,76.77
2005,79.15,66.74,87.66,87.72,78.04
2005.08333333333,78.46,66.94,85.38,87.04,77.15
2005.16666666667,78.77,66.74,86.2,86.71,76.87
2005.25,79.09,66.06,86.32,88.58,77.86
2005.33333333333,79.52,66.74,85.69,93.57,77.63
2005.41666666667,79.7,66.4,86.01,91.61,77.87
2005.5,80.3,67.53,86.57,90.71,78.78
2005.58333333333,80.97,67.45,85.73,92.64,79.03
2005.66666666667,81.87,68.03,87.39,93.21,79.9
2005.75,80.44,67.79,85.36,89.63,78.35
2005.83333333333,83.94,69.15,88.08,101.77,80.78
2005.91666666667,81.24,67.96,88.1,90.12,80.43
2006,81.85,68.09,87.58,89.95,80.07
2006.08333333333,82.15,68.58,88.93,88.48,81.06
2006.16666666667,82.85,68.93,89.51,89.26,81.41
2006.25,83.81,68.84,89.82,95.86,81.9
2006.33333333333,84.6,69.45,91.3,93.56,83.61
2006.41666666667,84.94,70.24,91.17,96.78,82.78
2006.5,84.4,70.16,90.3,90.96,83.39
2006.58333333333,84.03,70.25,89.89,93.06,82.68
2006.66666666667,85.56,70.24,93.03,95.97,84.4
2006.75,86.32,70.7,92.77,96.38,86.05
2006.83333333333,85.78,71.15,93.03,94.71,85
2006.91666666667,86,71.7,93.35,93.96,86.47
2007,86.17,72.32,93.12,94.92,85.47
2007.08333333333,86.76,73,94.8,91.52,86.91
2007.16666666667,88.35,73,95.44,98.16,87.23
2007.25,88.28,74.11,94.48,99.49,87.09
2007.33333333333,88.89,74.57,95.76,96.39,88.72
2007.41666666667,89.42,74.9,95.17,98.72,88.79
2007.5,88.29,73.65,95.28,95.31,88.16
2007.58333333333,88.68,75.84,95.8,96.89,87.55
2007.66666666667,88.49,75.28,94.18,96.51,87.79
2007.75,90.98,76.53,97.09,98.14,90.11
2007.83333333333,88.98,76.17,95.56,91.5,87.07
2007.91666666667,89.25,76.45,95.25,96.38,88.5
2008,92.86,78.5,98.75,98.35,91.01
2008.08333333333,92.31,78.19,99.47,96.05,90.74
2008.16666666667,92.03,78.17,97.16,97.82,90.27
2008.25,92.42,77.91,99.18,98.49,91.34
2008.33333333333,90.65,77.73,97.46,95.07,88.81
2008.41666666667,92.9,78.56,98.79,97.26,90.14
