"time","ica_cz","ica_c1","ica_c3","ica_c4","ica_c5"
1999,65.66,55.4,78.14,74.69,65.33
1999.08333333333,65.57,56.31,76.98,73.76,64.42
1999.16666666667,65.6,55.38,76.98,72.1,65.58
1999.25,65.66,54.94,77.74,73.45,65.4
1999.33333333333,66.2,55.95,77.26,73.22,65.93
1999.41666666667,66.18,54.91,77.9,76.11,66.1
1999.5,68.29,58.05,79.46,77.74,67.54
1999.58333333333,67.27,56.95,81.08,72.63,66.91
1999.66666666667,67.52,57.05,80.77,73.62,67.4
1999.75,69.08,57.82,82.44,76.12,68.38
1999.83333333333,69.63,58.52,82.24,77.13,69.26
1999.91666666667,67.8,56.73,84.58,69.56,67.92
2000,68.89,57.55,82.73,77,68.98
2000.08333333333,68.82,57.54,82.74,71.26,69.13
2000.16666666667,69.97,57.71,83.77,74.67,70.68
2000.25,70.49,58.38,84.69,74.7,70.69
2000.33333333333,70.81,58.46,85.05,77.04,71.27
2000.41666666667,71.5,59.87,84.48,77.52,71.41
2000.5,72.97,60.75,86.33,78.43,73.12
2000.58333333333,72.34,59.93,86.29,77.33,72.47
2000.66666666667,73.03,60.74,85.5,79.19,73.05
2000.75,73.29,60.46,87.53,76.35,73.91
2000.83333333333,73.48,59.98,86.87,79.24,73.9
2000.91666666667,75.08,61.25,89.4,80.5,75.45
2001,72.98,60.76,86.53,77.14,72.81
2001.08333333333,75.02,61.75,86.45,87.4,74.32
2001.16666666667,74.34,62.05,88.27,81.79,73.85
2001.25,73.23,63,87.22,78.16,72.94
2001.33333333333,74.8,63.34,86.85,81.48,74.54
2001.41666666667,74.61,63.72,88.54,79.43,74.09
2001.5,74.37,62.58,87.23,82.19,73.84
2001.58333333333,75.93,63.47,87.69,89.7,74.47
2001.66666666667,74.78,63.11,87.63,83.45,73.92
2001.75,73.95,63.46,86.73,81.62,73.36
2001.83333333333,73.43,63.14,86.7,79.48,72.85
2001.91666666667,74.38,64.8,86.12,80.84,73.86
2002,75.17,63.77,87.56,84.2,73.6
2002.08333333333,74.58,64.13,86.03,82.74,73.93
2002.16666666667,74.4,64.92,86.32,79.11,73.82
2002.25,75.84,64.29,86.96,85.44,74.78
2002.33333333333,75.57,65.43,85.66,82.39,74.27
2002.41666666667,74.5,63.7,86.84,80.74,73.88
2002.5,74.35,63.94,84.64,82.09,73.56
2002.58333333333,75.58,64.97,85.11,84.53,74.6
