"time","ica_cz","ica_c1","ica_c3","ica_c4","ica_c5"
1999,65.66,55.4,78.14,74.73,65.34
1999.08333333333,65.57,56.31,76.98,73.8,64.43
1999.16666666667,65.6,55.38,76.97,72.13,65.59
1999.25,65.66,54.94,77.74,73.49,65.41
1999.33333333333,66.2,55.95,77.26,73.26,65.94
1999.41666666667,66.18,54.91,77.9,76.15,66.1
1999.5,68.29,58.05,79.45,77.78,67.55
1999.58333333333,67.27,56.95,81.07,72.67,66.92
1999.66666666667,67.52,57.05,80.77,73.66,67.4
1999.75,69.08,57.83,82.44,76.16,68.39
1999.83333333333,69.63,58.53,82.24,77.17,69.27
1999.91666666667,67.81,56.73,84.58,69.6,67.93
2000,68.89,57.55,82.73,77.04,68.99
2000.08333333333,68.82,57.54,82.73,71.3,69.14
2000.16666666667,69.97,57.71,83.77,74.71,70.68
2000.25,70.49,58.38,84.69,74.74,70.7
2000.33333333333,70.82,58.46,85.04,77.08,71.28
2000.41666666667,71.51,59.87,84.48,77.56,71.42
2000.5,72.98,60.75,86.33,78.48,73.12
2000.58333333333,72.34,59.93,86.29,77.37,72.48
2000.66666666667,73.03,60.74,85.49,79.23,73.06
2000.75,73.3,60.46,87.53,76.39,73.92
2000.83333333333,73.49,59.98,86.86,79.28,73.9
2000.91666666667,75.09,61.25,89.4,80.54,75.45
2001,72.98,60.76,86.53,77.18,72.81
2001.08333333333,75.03,61.76,86.45,87.44,74.32
2001.16666666667,74.34,62.05,88.27,81.83,73.85
2001.25,73.23,63,87.22,78.2,72.94
2001.33333333333,74.81,63.34,86.84,81.52,74.54
2001.41666666667,74.61,63.72,88.54,79.47,74.1
2001.5,74.38,62.58,87.23,82.23,73.84
2001.58333333333,75.94,63.47,87.68,89.75,74.47
2001.66666666667,74.78,63.11,87.63,83.49,73.93
2001.75,73.95,63.46,86.72,81.66,73.37
2001.83333333333,73.43,63.14,86.69,79.53,72.86
2001.91666666667,74.38,64.8,86.12,80.88,73.87
2002,75.17,63.78,87.56,84.24,73.61
2002.08333333333,74.58,64.13,86.03,82.78,73.94
2002.16666666667,74.4,64.92,86.32,79.16,73.83
2002.25,75.84,64.29,86.96,85.48,74.79
2002.33333333333,75.58,65.44,85.66,82.43,74.27
2002.41666666667,74.51,63.7,86.83,80.78,73.88
2002.5,74.35,63.95,84.63,82.13,73.56
2002.58333333333,75.58,64.97,85.11,84.58,74.6
2002.66666666667,75.26,64.98,85.6,83.04,74.17
2002.75,75.09,65.34,84.33,82.33,73.9
2002.83333333333,75.33,64.86,85.31,82.7,74.38
2002.91666666667,75.06,65.24,82.37,88.5,72.33
2003,75.84,65.2,84.21,83.32,74.78
2003.08333333333,75.96,65.81,83.34,83.47,75.05
2003.16666666667,76.66,65.13,84.6,87.24,75.22
