"time","ipi_cz","ipi_c1","ipi_c3","ipi_c4","ipi_c5"
2012,103.414163183976,99.9697092015218,106.51602331826,121.129557007563,99.4916970490138
2012.08333333333,103.37773266813,100.26456739235,105.175211693378,120.359662514105,99.4667774836694
2012.16666666667,103.189741680527,100.564810449381,104.290047499359,119.439056947513,99.4754503193333
2012.25,103.010555342539,100.73850023496,103.5834133329,118.295821599909,99.4976842629233
2012.33333333333,102.942639555111,100.869460482032,103.24823484323,117.402198722798,99.5800818293454
2012.41666666667,102.836057460552,100.88507504566,102.961584693267,116.549656507336,99.5994222835732
2012.5,102.68221898071,100.882760180995,102.688339485592,115.904265896642,99.4892998332936
2012.58333333333,102.423662776852,100.930519766611,102.193393665158,115.435357227911,99.2274785663253
2012.66666666667,102.034620743034,101.030451297928,101.40810371517,114.952614908311,98.8455650154799
2012.75,101.568838413908,101.046675994284,100.734668373422,114.308298404382,98.3800273874732
2012.83333333333,101.131193141224,100.879970231007,100.525975827578,113.603398428197,97.901310431055
2012.91666666667,100.951851035961,100.634842224339,100.914634436771,113.447511312217,97.5982174327221
2013,101.153308525839,100.322316623005,101.882211240772,114.306937961419,97.5825
2013.08333333333,101.678586568231,99.9102113598476,103.205010121457,116.159237913789,97.8411859966659
2013.16666666667,102.217807216004,99.461512264825,104.151074065254,118.251810550131,98.1793873541319
2013.25,102.487367230293,99.0021100261967,104.357551202667,119.862423791379,98.3524523696118
2013.33333333333,102.440775779948,98.568246010955,103.964932722077,120.755413193618,98.3065587044534
2013.41666666667,102.189381400333,98.2062651821862,103.251852226721,121.185477494642,98.1076905215527
2013.5,101.896763515123,98.0387407716123,102.691177065968,121.322087997142,97.8435317932841
2013.58333333333,101.664022981662,98.0690229816623,102.463824124792,121.500571564658,97.5483728268635
2013.66666666667,101.597686353894,98.3858251964753,102.467119552274,121.98628959276,97.3326756370564
2013.75,101.711140152417,98.8253310311979,102.671403310312,122.671881400333,97.2749934508216
2013.83333333333,101.986436651584,99.242834603477,102.986155036914,123.371924267683,97.4327429149797
2013.91666666667,102.234281971898,99.4857132650631,103.21024112884,123.568394260538,97.6807430340557
2014,102.310941295547,99.5481971898071,103.113251964754,123.137424982139,97.8773440104787
2014.08333333333,102.237968563944,99.564076565849,102.769876160991,122.522642891165,97.9379179566563
2014.16666666667,102.06560431055,99.4612104072398,102.238969992855,122.344048582996,97.8385663253155
2014.25,101.892407716123,99.279697547035,101.668115027387,122.715270897833,97.670923434151
2014.33333333333,101.77568409145,99.1547261252679,101.022174327221,123.52169385568,97.5120659680877
2014.41666666667,101.654331983806,99.0516319361753,100.257857227911,124.167946534889,97.382681590855
2014.5,101.510183376995,98.9278530602524,99.604947606573,124.214330197666,97.296024053346
2014.58333333333,101.391002024291,98.8143444867826,99.3115789473684,123.633121576566,97.2680078590141
2014.66666666667,101.317882829245,98.6944415336985,99.4368849726125,122.68717730412,97.2914122410098
2014.75,101.295145272684,98.5697624434389,99.7266325315551,121.994336151465,97.3118712788759
2014.83333333333,101.36032388664,98.5173690164325,99.9504340319124,121.940791259824,97.3541867111217
2014.91666666667,101.56524053346,98.529237913789,100.153632412479,122.654640985949,97.4708924743987
2015,101.954773755656,98.694895213146,100.54318409145,123.953612764944,97.7088473446059
2015.08333333333,102.354415336985,99.0160258394856,100.993894974994,125.004304000953,97.976237794713
2015.16666666667,102.620785306025,99.4144320076209,101.349510597761,125.407020719219,98.1841069302215
2015.25,102.758665753751,99.8139497499404,101.735950226244,125.388380566802,98.2848571088354
2015.33333333333,102.81592938795,100.112363062634,102.150178018576,125.434198023339,98.2676542033818
2015.41666666667,102.885278637771,100.302422600619,102.590137532746,125.830746010955,98.2023457966182
2015.5,102.979768992617,100.366535484639,102.816608120981,126.468040009526,98.1777077875685
2015.58333333333,103.072489283163,100.304041438438,102.566488449631,126.887881638485,98.3056043105501
2015.66666666667,103.224893427006,100.193782448202,102.124365920457,127.028366873065,98.6341480114313
2015.75,103.36923195999,100.112798285306,101.619511788521,126.79532269588,99.0364634436771
2015.83333333333,103.463362110026,100.061521790903,101.092151107407,126.717705406049,99.3349559418909
2015.91666666667,103.507976899262,100.030737080257,100.571549178376,127.224214098595,99.4349261728983
2016,103.458631817099,99.904322457728,100.056582519648,128.420371517028,99.2950952607764
2016.08333333333,103.288510954989,99.5941861157418,99.5813723505596,129.969789235532,98.9554530840676
2016.16666666667,103.05750059538,99.1520350083353,99.2750273874732,131.394530840676,98.5559067635151
2016.25,102.824190283401,98.7361687306501,99.0348648487735,132.02270242915,98.2878036437247
2016.33333333333,102.60173493689,98.4694480828769,98.6895147654203,131.816095498928,98.1696463443677
2016.41666666667,102.501034770183,98.4743498452012,98.3701649202191,131.171447368421,98.2149559418909
2016.5,102.598129316504,98.7728161467016,98.3435067873303,130.602058823529,98.3570784710645
2016.58333333333,102.823191831388,99.206149083115,98.6129340319124,130.279821981424,98.4946939747559
2016.66666666667,103.036870088116,99.5631263396047,99.0350297689926,129.978000714456,98.5790384615385
2016.75,103.25052393427,99.7228274589188,99.4458001905216,130.067566682543,98.7010895451298
2016.83333333333,103.424646344368,99.6343522267207,99.7681602762563,130.473421648011,98.8737074303406
2016.91666666667,103.575211359848,99.4311365801381,100.025738271017,131.03108716361,99.0937669683258
2017,103.824239699929,99.2673856870683,100.395800190522,131.782140390569,99.4195016670636
2017.08333333333,104.226445582281,99.2170219099786,101.025539414146,132.536964158133,99.8858448440105
2017.16666666667,104.699348059062,99.2831078828292,101.816859966659,133.243031078828,100.380962133841
