"time","creation_ent_ens","creation_ent_be","creation_ent_cz","creation_ent_fz","creation_ent_gi","creation_ent_g","creation_ent_h","creation_ent_i","creation_ent_jz","creation_ent_kz","creation_ent_lz","creation_ent_mn","creation_ent_oq","creation_ent_ru"
2012,47957.1154335345,2330.44450713254,1930.14268426115,7250.19922677507,12741.8590735255,9716.5757302019,833.699784555744,2205.57274278302,2365.66338131183,1141.85195066339,1654.41943736174,9723.52232332883,5158.3416034175,5595.30597782049
2012.08333333333,47816.8183881013,2344.21693954247,1943.80143560908,7224.11151204614,12659.780978824,9639.78665596391,831.301011064684,2197.44059214586,2365.78610038775,1149.19512690396,1562.93744394033,9737.6684312961,5138.85128871039,5634.67649355743
2012.16666666667,47687.9035867968,2353.97582716924,1953.03815775711,7205.60718678847,12593.443177463,9578.77924692563,834.175727323222,2180.38978496439,2366.83572970125,1161.24718795503,1485.47514120702,9738.97696630532,5124.51478573803,5657.07177752121
2012.25,47653.8575853077,2368.80248917506,1968.21945962719,7176.37812999696,12570.0970758316,9551.37661637724,851.457437503945,2167.31572245069,2373.57897787743,1181.73226332618,1423.45435948418,9762.57375105556,5111.86064385971,5679.12090701115
2012.33333333333,47704.3856564118,2385.60598368703,1984.4641217587,7166.58410562684,12607.4893678931,9568.85202308088,875.717130283884,2162.30605845534,2382.79384905567,1209.69248728997,1383.64240804316,9803.149584617,5102.44575359987,5672.18922115565
2012.41666666667,47821.2471356979,2397.8811320021,1996.35543612633,7175.80825125597,12689.2626685355,9625.2387378782,897.794786673522,2165.82902561672,2387.8353907797,1237.74365934973,1351.90487747866,9848.87935417053,5100.17053468901,5633.49626143665
2012.5,47841.3325196475,2392.10698975947,1990.91099071207,7197.99226006192,12756.0650750179,9675.33638961658,907.413074541558,2173.31561085973,2374.22713741367,1262.25893069779,1330.05173850917,9859.82954274827,5100.33198380567,5568.46886163372
2012.58333333333,47612.0409025959,2365.98249583234,1967.26536080019,7197.54042629197,12744.4836270541,9663.95290545368,899.867111216956,2180.66361038342,2339.35133365087,1278.01696832579,1310.52333889021,9801.04006906406,5091.47517266016,5483.62747082639
2012.66666666667,47114.1642653013,2321.98690164325,1928.95189330793,7144.37264824958,12649.754227197,9586.09627292212,878.524351035961,2185.13360323887,2290.68117408907,1285.2354727316,1282.60520361991,9672.33496070493,5072.78155513218,5394.41212193379
2012.75,46525.6706954037,2276.46076446773,1889.23136461062,7037.40610859728,12553.6464634437,9505.66908787807,853.976184805906,2194.0011907597,2243.52506549178,1290.55340557276,1256.10431055013,9504.31698023339,5058.10228625863,5305.55531078828
2012.83333333333,46074.2302929269,2245.30025005954,1863.92152893546,6890.70028578233,12532.5268516313,9491.02655394141,835.428554417718,2206.07174327221,2212.23606811146,1300.18879495118,1237.54245058347,9355.65950226244,5075.08115027387,5224.99493927126
2012.91666666667,45972.6135389378,2238.90170278638,1860.20463205525,6752.40211955227,12628.8110859728,9576.38663967611,831.900869254584,2220.52357704215,2203.40801381281,1311.62931650393,1232.04203381758,9284.71790902596,5141.61830197666,5179.0830554894
2013,46258.3715765658,2257.49160514408,1876.81311026435,6661.88223386521,12838.1998690164,9752.28221005001,848.228864015242,2237.68879495118,2215.67462491069,1319.47773279352,1234.2483924744,9308.20207192189,5253.66801619433,5169.5270302453
2013.08333333333,46738.2562514884,2292.02637532746,1901.82049297452,6624.01214574899,13085.0267325554,9955.83746130031,878.008216241962,2251.1810550131,2237.67831626578,1317.97987616099,1237.25708502024,9397.59883305549,5376.5600738271,5170.11681352703
2013.16666666667,47184.7475589426,2333.53512741129,1926.50291736128,6640.34156942129,13298.2358894975,10126.5566801619,911.721362229102,2259.95784710645,2248.32561324125,1308.81656346749,1235.12955465587,9492.24303405573,5471.30906168135,5156.81114551084
2013.25,47413.1568825911,2365.10329840438,1941.88181709931,6675.79899976185,13435.8758633008,10227.5338771136,944.665158371041,2263.67682781615,2242.12318409145,1299.59782090974,1226.42825672779,9537.5173255537,5505.62729221243,5125.08484162896
2013.33333333333,47395.1399738033,2378.53929507025,1944.57454155751,6686.26619433198,13499.4528459157,10261.6629554656,972.41628959276,2265.37360085735,2230.12776851631,1298.76405096452,1214.06942129078,9528.76214574899,5475.29905929983,5083.85919266492
