"time","bc_cz","bc_c1","bc_c3","bc_c4","bc_c5","oscd","oscde","ossk","tppa","tppre","pgp"
2012,95.935188889836,102.056339690319,96.9320927476749,96.1906041294611,96.2988694971437,-23.0252445449943,-17.9933215620507,12.1625768265901,2.62763574261963,-1.92212363343356,-27.1270768278434
2012.08333333333,95.6195402741688,100.67397923098,96.1942380406016,96.4738700076879,96.3228587007494,-23.3594297096134,-18.0502004903531,11.5551945218423,0.0194928572069996,-1.60160391375143,-26.681779217815
2012.16666666667,95.3092616455392,99.5054323101226,95.7828873428896,96.541044913885,96.2676655475789,-23.7938900242552,-18.1030103488246,11.1131684117089,-1.93047226896866,-1.19656685940149,-26.7424625067038
2012.25,94.8622449213072,98.0933060325964,94.8424486742411,96.4483915753155,95.995192741805,-24.3411201167917,-18.4345594189736,10.8333793979089,-3.86741703816958,-0.756010561211743,-27.6931567223244
2012.33333333333,94.2804833357523,96.6619775469322,93.7848588493945,96.2537298250609,95.468519355648,-24.9691477684337,-19.0907255219262,10.7410174906749,-5.71883241661798,-0.566818702177212,-30.0352501252549
2012.41666666667,93.4405690411802,95.2666068588939,92.5653196757358,96.1409994981817,94.6176099203008,-25.8660849946512,-20.0774595544339,10.9045227344102,-7.58142110077003,-0.814142790537607,-34.2192152776641
2012.5,92.464455822815,94.3185103596094,91.2188973565134,96.025762086211,93.5976899261729,-27.0082876875447,-21.2684746368183,11.4802036199095,-9.12922124315313,-1.29192069540367,-39.3354965467969
2012.58333333333,91.5424684448678,94.1266253869969,89.8960050011908,95.8534829721362,92.6938020957371,-28.1801083591331,-22.6460050011908,12.1417242200524,-9.95800785901405,-2.10256013336509,-43.6404441533698
2012.66666666667,90.8491724220052,94.7135448916409,88.7919087878066,95.5940878780662,92.0856453917599,-29.1114551083591,-24.0792569659443,12.5383841390807,-10.177399380805,-3.08368659204573,-45.6194570135747
2012.75,90.4706537270779,95.762568468683,87.9993986663491,95.1525065491784,91.7474279590379,-29.7228983091212,-25.4394498690164,12.4215229816623,-9.85024410573946,-3.92705406049059,-45.1978923553227
2012.83333333333,90.2253572279114,96.744165277447,87.561919504644,94.3818170993093,91.4846868301977,-30.3529471302691,-26.7288282924506,11.7344010478685,-9.57966182424387,-4.42639318885449,-43.4198856870683
2012.91666666667,90.0006727792331,97.2591271731365,87.4896463443677,93.670939509407,91.1465467968564,-31.213193617528,-27.5158311502739,10.7188675875208,-9.80021433674684,-4.49100381043105,-41.5943081686116
2013,89.7679090259586,97.1060550130984,87.7340735889497,93.1334186711122,90.7674624910693,-32.2928435341748,-27.6272803048345,9.640354846392,-10.4399440342939,-4.14458799714218,-40.824487973327
2013.08333333333,89.5864432007621,96.1539949988092,88.1783162657776,92.8626220528697,90.4845022624434,-33.3802452964992,-27.1083472255299,8.77168373422243,-11.2220826387235,-3.38351988568707,-41.5373362705406
2013.16666666667,89.6965229816623,94.7190819242677,88.655197666111,93.0700940700167,90.4840854965468,-33.9720707311265,-26.0668552036199,8.35441176470588,-11.3187306501548,-2.29071207430341,-42.8844724934508
2013.25,90.2204215289355,93.3306620623958,89.0406823053108,93.6744284353417,90.8939330793046,-33.6805787092165,-24.8828530602524,8.58434746368183,-10.4585198856871,-0.97913193617528,-43.3050011907597
2013.33333333333,91.26790307216,92.4439628482972,89.272963800905,94.5759585615623,91.7958680638247,-32.3308168611574,-23.6735591807573,9.30211955227435,-8.65629911883782,0.574803524648726,-40.9354786854013
2013.41666666667,92.7971362229102,92.4265658490117,89.4858359133127,95.8616456299119,93.1578471064539,-29.9877232674446,-22.5324005715647,10.1082995951417,-6.20669206954037,2.30821028816385,-35.3291676589664
2013.5,94.4218087639914,93.0697249345082,89.7466658728269,97.4253691355084,94.6900690640629,-27.4236961181234,-21.6373303167421,10.8117527982853,-3.63808049535604,3.89470111931412,-27.8613955703739
2013.58333333333,95.9176232436294,94.1419802333889,90.0484936889736,99.0423672302929,96.1467909025959,-25.1459454632055,-20.7373839009288,11.2034472493451,-1.41428316265778,5.33549654679686,-20.392766134794
2013.66666666667,97.0572814955942,95.3547749464158,90.401899261729,100.310234579662,97.2454572517266,-23.5755537032627,-19.9298523457966,11.2074660633484,0.359793998571089,6.40643605620386,-14.6197666110979
2013.75,97.7834841628959,96.5562633960467,90.8092522029055,100.93278161467,97.971439628483,-22.6825732317218,-19.18883067397,10.7103655632293,1.864467730412,6.63684805906168,-11.3458918790188
2013.83333333333,98.2989938080495,97.6279888068588,91.2497975708502,101.062062395809,98.4694510597761,-21.9965229816623,-18.2913848535366,9.91037151702786,3.10802572040962,6.36734936889736,-10.26205644201
2013.91666666667,98.8367825672779,98.4869135508454,91.7341509883306,100.917736365801,98.9563110264349,-21.1105739461777,-17.1292569659443,9.08977732793522,4.18267444629674,6.12533341271731,-10.3677304120029
2014,99.3192545844249,98.9646701595618,92.2877351750417,100.617367230293,99.4319064062872,-20.3519230769231,-16.0668611574184,8.64171231245535,5.09124196237199,6.14284948797333,-10.666503929507
2014.08333333333,99.6053465110741,99.0022564896404,92.7064479638009,100.263491307454,99.8004227196952,-20.060145272684,-15.4726958799714,8.85254822576804,5.73897356513455,6.44607644677304,-10.6737913788997
2014.16666666667,99.5046022862586,98.6868778280543,92.8428435341748,99.7553941414622,100.041753989045,-20.4603893784234,-15.548100738271,9.67970945463206,5.89386758752084,6.61047868540128,-10.6486068111455
2014.25,98.9589783281734,98.085907358895,92.6631400333413,99.243778280543,100.091337223148,-21.4421112169564,-16.2166944510598,10.7753989045011,5.48385329840438,6.12266015718028,-11.2212788759228
